Source,Target,Type,Id,Label,timeset,Weight
325,1764,Directed,12050,,,1
187,3189,Directed,12051,,,1
187,3581,Directed,12052,,,1
187,2462,Directed,12053,,,1
187,3921,Directed,12054,,,1
187,3120,Directed,12055,,,1
210,3638,Directed,12056,,,1
210,2569,Directed,12057,,,1
36,3704,Directed,12058,,,1
36,1776,Directed,12059,,,1
475,3720,Directed,12060,,,1
390,1792,Directed,12061,,,1
390,3129,Directed,12062,,,1
390,3632,Directed,12063,,,1
390,1795,Directed,12064,,,1
390,3813,Directed,12065,,,1
390,3130,Directed,12066,,,1
390,3519,Directed,12067,,,1
390,1799,Directed,12068,,,1
390,3520,Directed,12069,,,1
390,1801,Directed,12070,,,1
390,1802,Directed,12071,,,1
390,1803,Directed,12072,,,1
390,1804,Directed,12073,,,1
390,1805,Directed,12074,,,1
390,1806,Directed,12075,,,1
390,1807,Directed,12076,,,1
390,1808,Directed,12077,,,1
390,1809,Directed,12078,,,1
796,3858,Directed,12079,,,1
796,3887,Directed,12080,,,1
796,1852,Directed,12081,,,1
828,3164,Directed,12082,,,1
969,2920,Directed,12083,,,1
873,3958,Directed,12084,,,1
873,3608,Directed,12085,,,1
114,3780,Directed,12086,,,1
114,3709,Directed,12087,,,1
114,3823,Directed,12088,,,1
114,3160,Directed,12089,,,1
114,1868,Directed,12090,,,1
114,1869,Directed,12091,,,1
114,3335,Directed,12092,,,1
114,1871,Directed,12093,,,1
114,3522,Directed,12094,,,1
114,3720,Directed,12095,,,1
114,3249,Directed,12096,,,1
114,1875,Directed,12097,,,1
114,3781,Directed,12098,,,1
114,3250,Directed,12099,,,1
114,2309,Directed,12100,,,1
114,1879,Directed,12101,,,1
114,1880,Directed,12102,,,1
114,2441,Directed,12103,,,1
114,3251,Directed,12104,,,1
114,1883,Directed,12105,,,1
114,1884,Directed,12106,,,1
114,3782,Directed,12107,,,1
114,1886,Directed,12108,,,1
114,1887,Directed,12109,,,1
114,1888,Directed,12110,,,1
114,2809,Directed,12111,,,1
114,3957,Directed,12112,,,1
114,3204,Directed,12113,,,1
114,2840,Directed,12114,,,1
114,3580,Directed,12115,,,1
114,1894,Directed,12116,,,1
114,2842,Directed,12117,,,1
114,1896,Directed,12118,,,1
114,3446,Directed,12119,,,1
961,3921,Directed,12120,,,1
42,3915,Directed,12121,,,1
42,3459,Directed,12122,,,1
42,1907,Directed,12123,,,1
42,2711,Directed,12124,,,1
42,3472,Directed,12125,,,1
42,3481,Directed,12126,,,1
42,2715,Directed,12127,,,1
1289,3801,Directed,12128,,,1
122,2565,Directed,12129,,,1
122,2285,Directed,12130,,,1
122,1935,Directed,12131,,,1
122,1936,Directed,12132,,,1
122,1937,Directed,12133,,,1
122,2685,Directed,12134,,,1
122,1939,Directed,12135,,,1
37,3704,Directed,12136,,,1
37,1942,Directed,12137,,,1
37,1943,Directed,12138,,,1
37,1944,Directed,12139,,,1
37,1945,Directed,12140,,,1
37,1946,Directed,12141,,,1
633,3738,Directed,12142,,,1
342,3146,Directed,12143,,,1
191,3356,Directed,12144,,,1
191,3806,Directed,12145,,,1
322,1955,Directed,12146,,,1
322,3078,Directed,12147,,,1
974,3283,Directed,12148,,,1
1227,2685,Directed,12149,,,1
871,3828,Directed,12150,,,1
482,3523,Directed,12151,,,1
483,3523,Directed,12152,,,1
483,3286,Directed,12153,,,1
231,3514,Directed,12154,,,1
616,1967,Directed,12155,,,1
616,3377,Directed,12156,,,1
476,3720,Directed,12157,,,1
476,3523,Directed,12158,,,1
165,3192,Directed,12159,,,1
165,3851,Directed,12160,,,1
165,2850,Directed,12161,,,1
702,3792,Directed,12162,,,1
55,1990,Directed,12163,,,1
55,3712,Directed,12164,,,1
55,1992,Directed,12165,,,1
55,3844,Directed,12166,,,1
55,1994,Directed,12167,,,1
55,2985,Directed,12168,,,1
55,1996,Directed,12169,,,1
55,2904,Directed,12170,,,1
55,1998,Directed,12171,,,1
55,2049,Directed,12172,,,1
55,2000,Directed,12173,,,1
55,3821,Directed,12174,,,1
55,2214,Directed,12175,,,1
55,3555,Directed,12176,,,1
55,2004,Directed,12177,,,1
55,2005,Directed,12178,,,1
55,3795,Directed,12179,,,1
55,3306,Directed,12180,,,1
55,2008,Directed,12181,,,1
55,2009,Directed,12182,,,1
55,2010,Directed,12183,,,1
55,2011,Directed,12184,,,1
55,2012,Directed,12185,,,1
55,3798,Directed,12186,,,1
55,2127,Directed,12187,,,1
55,2015,Directed,12188,,,1
55,2016,Directed,12189,,,1
55,2017,Directed,12190,,,1
55,2018,Directed,12191,,,1
55,2019,Directed,12192,,,1
55,3799,Directed,12193,,,1
55,2021,Directed,12194,,,1
55,3800,Directed,12195,,,1
55,2023,Directed,12196,,,1
55,2024,Directed,12197,,,1
55,2025,Directed,12198,,,1
55,2026,Directed,12199,,,1
55,2027,Directed,12200,,,1
55,2028,Directed,12201,,,1
55,2029,Directed,12202,,,1
55,2030,Directed,12203,,,1
419,3129,Directed,12204,,,1
419,3519,Directed,12205,,,1
419,3520,Directed,12206,,,1
419,2035,Directed,12207,,,1
751,3706,Directed,12208,,,1
751,3331,Directed,12209,,,1
751,2039,Directed,12210,,,1
751,3293,Directed,12211,,,1
751,3567,Directed,12212,,,1
751,2042,Directed,12213,,,1
405,2049,Directed,12214,,,1
406,2049,Directed,12215,,,1
1099,3854,Directed,12216,,,1
882,2907,Directed,12217,,,1
115,3780,Directed,12218,,,1
87,2055,Directed,12219,,,1
87,3985,Directed,12220,,,1
87,2057,Directed,12221,,,1
87,2979,Directed,12222,,,1
87,2059,Directed,12223,,,1
87,2980,Directed,12224,,,1
87,3429,Directed,12225,,,1
87,3928,Directed,12226,,,1
87,2063,Directed,12227,,,1
87,3930,Directed,12228,,,1
87,2065,Directed,12229,,,1
87,3220,Directed,12230,,,1
87,3180,Directed,12231,,,1
87,2254,Directed,12232,,,1
87,2069,Directed,12233,,,1
87,2576,Directed,12234,,,1
87,2983,Directed,12235,,,1
87,2984,Directed,12236,,,1
87,2073,Directed,12237,,,1
87,2074,Directed,12238,,,1
87,2075,Directed,12239,,,1
87,2076,Directed,12240,,,1
87,3702,Directed,12241,,,1
87,2635,Directed,12242,,,1
87,2555,Directed,12243,,,1
87,2080,Directed,12244,,,1
87,2081,Directed,12245,,,1
409,2203,Directed,12246,,,1
403,3599,Directed,12247,,,1
284,3236,Directed,12248,,,1
363,3289,Directed,12249,,,1
386,2099,Directed,12250,,,1
535,2847,Directed,12251,,,1
467,2105,Directed,12252,,,1
467,3730,Directed,12253,,,1
467,3731,Directed,12254,,,1
1082,2120,Directed,12255,,,1
301,3759,Directed,12256,,,1
414,2122,Directed,12257,,,1
414,2123,Directed,12258,,,1
414,2124,Directed,12259,,,1
414,3887,Directed,12260,,,1
414,2640,Directed,12261,,,1
414,2127,Directed,12262,,,1
414,2128,Directed,12263,,,1
414,2129,Directed,12264,,,1
454,3842,Directed,12265,,,1
454,3958,Directed,12266,,,1
285,3236,Directed,12267,,,1
285,3237,Directed,12268,,,1
285,3892,Directed,12269,,,1
285,2136,Directed,12270,,,1
285,2137,Directed,12271,,,1
285,3142,Directed,12272,,,1
285,2139,Directed,12273,,,1
285,2140,Directed,12274,,,1
285,2141,Directed,12275,,,1
429,2143,Directed,12276,,,1
429,3974,Directed,12277,,,1
429,3626,Directed,12278,,,1
429,3627,Directed,12279,,,1
426,2149,Directed,12280,,,1
426,2792,Directed,12281,,,1
902,2434,Directed,12282,,,1
248,3246,Directed,12283,,,1
248,3249,Directed,12284,,,1
248,2157,Directed,12285,,,1
248,3806,Directed,12286,,,1
1181,3477,Directed,12287,,,1
888,3306,Directed,12288,,,1
302,3759,Directed,12289,,,1
302,2169,Directed,12290,,,1
302,3599,Directed,12291,,,1
302,2171,Directed,12292,,,1
302,2172,Directed,12293,,,1
302,2173,Directed,12294,,,1
302,2174,Directed,12295,,,1
302,2705,Directed,12296,,,1
302,2176,Directed,12297,,,1
302,2177,Directed,12298,,,1
302,3020,Directed,12299,,,1
703,3792,Directed,12300,,,1
703,2180,Directed,12301,,,1
703,3143,Directed,12302,,,1
220,2182,Directed,12303,,,1
220,3145,Directed,12304,,,1
220,2184,Directed,12305,,,1
220,2185,Directed,12306,,,1
220,2186,Directed,12307,,,1
220,2187,Directed,12308,,,1
220,3070,Directed,12309,,,1
220,3074,Directed,12310,,,1
220,2190,Directed,12311,,,1
220,2191,Directed,12312,,,1
220,2192,Directed,12313,,,1
220,2193,Directed,12314,,,1
220,2194,Directed,12315,,,1
220,2195,Directed,12316,,,1
220,2335,Directed,12317,,,1
220,2197,Directed,12318,,,1
220,2198,Directed,12319,,,1
306,2199,Directed,12320,,,1
306,2651,Directed,12321,,,1
306,2652,Directed,12322,,,1
306,3403,Directed,12323,,,1
306,2203,Directed,12324,,,1
306,3657,Directed,12325,,,1
211,3638,Directed,12326,,,1
211,2206,Directed,12327,,,1
817,3555,Directed,12328,,,1
560,2214,Directed,12329,,,1
560,3822,Directed,12330,,,1
560,2216,Directed,12331,,,1
968,2217,Directed,12332,,,1
968,2809,Directed,12333,,,1
968,2219,Directed,12334,,,1
968,2220,Directed,12335,,,1
434,2968,Directed,12336,,,1
744,3805,Directed,12337,,,1
744,3164,Directed,12338,,,1
744,2229,Directed,12339,,,1
874,3958,Directed,12340,,,1
448,3063,Directed,12341,,,1
448,2235,Directed,12342,,,1
448,2236,Directed,12343,,,1
448,2237,Directed,12344,,,1
448,2238,Directed,12345,,,1
448,2239,Directed,12346,,,1
448,3113,Directed,12347,,,1
448,2241,Directed,12348,,,1
202,3852,Directed,12349,,,1
202,2244,Directed,12350,,,1
202,2245,Directed,12351,,,1
202,2246,Directed,12352,,,1
202,2247,Directed,12353,,,1
202,2248,Directed,12354,,,1
202,2249,Directed,12355,,,1
202,2250,Directed,12356,,,1
202,2251,Directed,12357,,,1
202,2252,Directed,12358,,,1
202,2253,Directed,12359,,,1
996,2254,Directed,12360,,,1
523,2420,Directed,12361,,,1
818,3555,Directed,12362,,,1
875,3958,Directed,12363,,,1
959,3917,Directed,12364,,,1
1100,3854,Directed,12365,,,1
305,2285,Directed,12366,,,1
43,3915,Directed,12367,,,1
43,2290,Directed,12368,,,1
43,3467,Directed,12369,,,1
524,2420,Directed,12370,,,1
116,3780,Directed,12371,,,1
117,3780,Directed,12372,,,1
117,3159,Directed,12373,,,1
117,3246,Directed,12374,,,1
117,3390,Directed,12375,,,1
117,3248,Directed,12376,,,1
117,3523,Directed,12377,,,1
117,2306,Directed,12378,,,1
117,2307,Directed,12379,,,1
117,3162,Directed,12380,,,1
117,2309,Directed,12381,,,1
691,3332,Directed,12382,,,1
691,2517,Directed,12383,,,1
692,3332,Directed,12384,,,1
692,3580,Directed,12385,,,1
928,3377,Directed,12386,,,1
883,2907,Directed,12387,,,1
340,3315,Directed,12388,,,1
340,2328,Directed,12389,,,1
340,3210,Directed,12390,,,1
340,2330,Directed,12391,,,1
384,2331,Directed,12392,,,1
384,3248,Directed,12393,,,1
384,3250,Directed,12394,,,1
384,3180,Directed,12395,,,1
384,2335,Directed,12396,,,1
1040,2984,Directed,12397,,,1
585,2423,Directed,12398,,,1
1048,3893,Directed,12399,,,1
1048,3941,Directed,12400,,,1
184,2971,Directed,12401,,,1
663,3496,Directed,12402,,,1
331,2601,Directed,12403,,,1
331,2380,Directed,12404,,,1
550,2386,Directed,12405,,,1
550,2761,Directed,12406,,,1
38,3704,Directed,12407,,,1
38,2968,Directed,12408,,,1
978,3943,Directed,12409,,,1
1089,3824,Directed,12410,,,1
422,3137,Directed,12411,,,1
212,3638,Directed,12412,,,1
86,2418,Directed,12413,,,1
86,2419,Directed,12414,,,1
86,2420,Directed,12415,,,1
86,2421,Directed,12416,,,1
86,2422,Directed,12417,,,1
86,2423,Directed,12418,,,1
86,2424,Directed,12419,,,1
86,3073,Directed,12420,,,1
86,3974,Directed,12421,,,1
86,2427,Directed,12422,,,1
606,3113,Directed,12423,,,1
446,3729,Directed,12424,,,1
446,2434,Directed,12425,,,1
316,2569,Directed,12426,,,1
224,2437,Directed,12427,,,1
224,3335,Directed,12428,,,1
224,2439,Directed,12429,,,1
224,3440,Directed,12430,,,1
224,2441,Directed,12431,,,1
224,2983,Directed,12432,,,1
224,3957,Directed,12433,,,1
224,2444,Directed,12434,,,1
411,2548,Directed,12435,,,1
411,3581,Directed,12436,,,1
411,3825,Directed,12437,,,1
411,2462,Directed,12438,,,1
411,2463,Directed,12439,,,1
411,3921,Directed,12440,,,1
411,3120,Directed,12441,,,1
1066,3957,Directed,12442,,,1
280,2468,Directed,12443,,,1
280,2469,Directed,12444,,,1
280,3496,Directed,12445,,,1
280,2471,Directed,12446,,,1
940,3894,Directed,12447,,,1
940,3608,Directed,12448,,,1
940,2477,Directed,12449,,,1
940,2478,Directed,12450,,,1
940,2479,Directed,12451,,,1
238,3728,Directed,12452,,,1
238,2483,Directed,12453,,,1
602,2492,Directed,12454,,,1
602,3377,Directed,12455,,,1
602,3646,Directed,12456,,,1
602,2495,Directed,12457,,,1
177,2504,Directed,12458,,,1
177,3371,Directed,12459,,,1
177,2506,Directed,12460,,,1
125,2507,Directed,12461,,,1
125,2566,Directed,12462,,,1
125,2509,Directed,12463,,,1
125,2510,Directed,12464,,,1
125,2511,Directed,12465,,,1
125,2512,Directed,12466,,,1
125,2513,Directed,12467,,,1
125,2514,Directed,12468,,,1
884,2517,Directed,12469,,,1
540,2979,Directed,12470,,,1
975,3283,Directed,12471,,,1
128,2525,Directed,12472,,,1
128,3553,Directed,12473,,,1
745,3805,Directed,12474,,,1
227,2568,Directed,12475,,,1
227,3895,Directed,12476,,,1
227,3285,Directed,12477,,,1
665,2981,Directed,12478,,,1
930,3542,Directed,12479,,,1
930,2541,Directed,12480,,,1
960,3986,Directed,12481,,,1
65,2544,Directed,12482,,,1
65,3983,Directed,12483,,,1
65,3984,Directed,12484,,,1
65,2547,Directed,12485,,,1
65,2548,Directed,12486,,,1
65,2549,Directed,12487,,,1
65,2550,Directed,12488,,,1
65,2551,Directed,12489,,,1
65,3406,Directed,12490,,,1
65,3904,Directed,12491,,,1
65,2554,Directed,12492,,,1
65,2555,Directed,12493,,,1
1078,3743,Directed,12494,,,1
1072,3941,Directed,12495,,,1
123,2565,Directed,12496,,,1
123,3470,Directed,12497,,,1
123,2560,Directed,12498,,,1
123,2561,Directed,12499,,,1
124,2565,Directed,12500,,,1
127,2566,Directed,12501,,,1
228,2568,Directed,12502,,,1
229,2568,Directed,12503,,,1
317,2569,Directed,12504,,,1
477,3720,Directed,12505,,,1
797,3858,Directed,12506,,,1
797,3203,Directed,12507,,,1
486,3731,Directed,12508,,,1
1027,2576,Directed,12509,,,1
216,3749,Directed,12510,,,1
216,3283,Directed,12511,,,1
216,2585,Directed,12512,,,1
332,2601,Directed,12513,,,1
332,2602,Directed,12514,,,1
332,3893,Directed,12515,,,1
332,2604,Directed,12516,,,1
332,3743,Directed,12517,,,1
332,2606,Directed,12518,,,1
332,2607,Directed,12519,,,1
556,3821,Directed,12520,,,1
101,2614,Directed,12521,,,1
101,3560,Directed,12522,,,1
101,2616,Directed,12523,,,1
146,3964,Directed,12524,,,1
146,3792,Directed,12525,,,1
146,2619,Directed,12526,,,1
146,3143,Directed,12527,,,1
146,3560,Directed,12528,,,1
146,2622,Directed,12529,,,1
146,2623,Directed,12530,,,1
1238,2625,Directed,12531,,,1
1232,2635,Directed,12532,,,1
1136,2640,Directed,12533,,,1
1303,3402,Directed,12534,,,1
1012,2923,Directed,12535,,,1
852,3920,Directed,12536,,,1
526,2645,Directed,12537,,,1
526,3377,Directed,12538,,,1
919,3180,Directed,12539,,,1
919,2648,Directed,12540,,,1
919,2649,Directed,12541,,,1
307,2651,Directed,12542,,,1
307,2652,Directed,12543,,,1
491,3511,Directed,12544,,,1
491,3513,Directed,12545,,,1
492,3511,Directed,12546,,,1
470,3318,Directed,12547,,,1
470,3523,Directed,12548,,,1
374,2985,Directed,12549,,,1
685,2813,Directed,12550,,,1
685,2816,Directed,12551,,,1
748,3357,Directed,12552,,,1
471,3318,Directed,12553,,,1
471,2675,Directed,12554,,,1
876,3958,Directed,12555,,,1
557,3821,Directed,12556,,,1
1228,2685,Directed,12557,,,1
558,3821,Directed,12558,,,1
401,2687,Directed,12559,,,1
401,3599,Directed,12560,,,1
401,3792,Directed,12561,,,1
401,2690,Directed,12562,,,1
289,3831,Directed,12563,,,1
502,3653,Directed,12564,,,1
716,2705,Directed,12565,,,1
76,3170,Directed,12566,,,1
324,3459,Directed,12567,,,1
324,2711,Directed,12568,,,1
324,3473,Directed,12569,,,1
324,3480,Directed,12570,,,1
324,3481,Directed,12571,,,1
324,2715,Directed,12572,,,1
324,2716,Directed,12573,,,1
185,2971,Directed,12574,,,1
185,2722,Directed,12575,,,1
185,2870,Directed,12576,,,1
185,2724,Directed,12577,,,1
185,2974,Directed,12578,,,1
185,2975,Directed,12579,,,1
185,2727,Directed,12580,,,1
185,3427,Directed,12581,,,1
185,2976,Directed,12582,,,1
185,2730,Directed,12583,,,1
185,2731,Directed,12584,,,1
185,2732,Directed,12585,,,1
947,3163,Directed,12586,,,1
667,3429,Directed,12587,,,1
868,3292,Directed,12588,,,1
47,2740,Directed,12589,,,1
47,2741,Directed,12590,,,1
47,3823,Directed,12591,,,1
47,2743,Directed,12592,,,1
47,2744,Directed,12593,,,1
47,3495,Directed,12594,,,1
47,2746,Directed,12595,,,1
47,2747,Directed,12596,,,1
47,2748,Directed,12597,,,1
47,2847,Directed,12598,,,1
47,2750,Directed,12599,,,1
47,3332,Directed,12600,,,1
47,3677,Directed,12601,,,1
47,2799,Directed,12602,,,1
47,3156,Directed,12603,,,1
47,3839,Directed,12604,,,1
47,2756,Directed,12605,,,1
47,2757,Directed,12606,,,1
47,2758,Directed,12607,,,1
47,2759,Directed,12608,,,1
47,3163,Directed,12609,,,1
47,2761,Directed,12610,,,1
47,2762,Directed,12611,,,1
47,2763,Directed,12612,,,1
47,2764,Directed,12613,,,1
47,2765,Directed,12614,,,1
47,2766,Directed,12615,,,1
47,2767,Directed,12616,,,1
47,2768,Directed,12617,,,1
47,2769,Directed,12618,,,1
47,2770,Directed,12619,,,1
47,2771,Directed,12620,,,1
47,2772,Directed,12621,,,1
47,2773,Directed,12622,,,1
47,2774,Directed,12623,,,1
47,2775,Directed,12624,,,1
47,2776,Directed,12625,,,1
942,3806,Directed,12626,,,1
982,3408,Directed,12627,,,1
982,3409,Directed,12628,,,1
252,3268,Directed,12629,,,1
1067,3957,Directed,12630,,,1
1067,3397,Directed,12631,,,1
736,2792,Directed,12632,,,1
736,3180,Directed,12633,,,1
736,2794,Directed,12634,,,1
736,2795,Directed,12635,,,1
736,3637,Directed,12636,,,1
742,2799,Directed,12637,,,1
742,3895,Directed,12638,,,1
742,3803,Directed,12639,,,1
369,3681,Directed,12640,,,1
369,3682,Directed,12641,,,1
369,2805,Directed,12642,,,1
369,3402,Directed,12643,,,1
249,3246,Directed,12644,,,1
1050,2808,Directed,12645,,,1
