Source,Target,Type,Id,Label,timeset,Weight
1050,2809,Directed,12646,,,1
110,2812,Directed,12647,,,1
110,2813,Directed,12648,,,1
110,2814,Directed,12649,,,1
110,2815,Directed,12650,,,1
110,2816,Directed,12651,,,1
110,3943,Directed,12652,,,1
110,2818,Directed,12653,,,1
368,2819,Directed,12654,,,1
314,2824,Directed,12655,,,1
314,3677,Directed,12656,,,1
314,3492,Directed,12657,,,1
314,2827,Directed,12658,,,1
155,3708,Directed,12659,,,1
155,2834,Directed,12660,,,1
155,2835,Directed,12661,,,1
155,2836,Directed,12662,,,1
155,3250,Directed,12663,,,1
155,2838,Directed,12664,,,1
155,3396,Directed,12665,,,1
155,2840,Directed,12666,,,1
155,3580,Directed,12667,,,1
155,2842,Directed,12668,,,1
794,3250,Directed,12669,,,1
670,3162,Directed,12670,,,1
536,2847,Directed,12671,,,1
607,3113,Directed,12672,,,1
607,3472,Directed,12673,,,1
607,2850,Directed,12674,,,1
607,2851,Directed,12675,,,1
607,2852,Directed,12676,,,1
1091,3919,Directed,12677,,,1
245,3343,Directed,12678,,,1
245,2856,Directed,12679,,,1
245,2857,Directed,12680,,,1
245,2858,Directed,12681,,,1
245,3567,Directed,12682,,,1
217,3749,Directed,12683,,,1
217,3897,Directed,12684,,,1
180,2867,Directed,12685,,,1
180,2868,Directed,12686,,,1
180,2869,Directed,12687,,,1
180,2870,Directed,12688,,,1
287,3237,Directed,12689,,,1
287,3842,Directed,12690,,,1
310,3675,Directed,12691,,,1
455,3842,Directed,12692,,,1
693,3332,Directed,12693,,,1
694,3332,Directed,12694,,,1
819,3555,Directed,12695,,,1
576,3609,Directed,12696,,,1
1145,2887,Directed,12697,,,1
1145,2888,Directed,12698,,,1
200,3160,Directed,12699,,,1
200,2896,Directed,12700,,,1
200,3268,Directed,12701,,,1
200,3317,Directed,12702,,,1
200,2899,Directed,12703,,,1
188,3189,Directed,12704,,,1
376,2904,Directed,12705,,,1
790,2905,Directed,12706,,,1
790,3548,Directed,12707,,,1
790,2907,Directed,12708,,,1
790,3806,Directed,12709,,,1
166,3192,Directed,12710,,,1
81,2911,Directed,12711,,,1
81,2912,Directed,12712,,,1
81,2913,Directed,12713,,,1
81,2914,Directed,12714,,,1
81,2915,Directed,12715,,,1
81,2916,Directed,12716,,,1
81,3488,Directed,12717,,,1
81,2918,Directed,12718,,,1
81,2919,Directed,12719,,,1
81,2920,Directed,12720,,,1
81,3905,Directed,12721,,,1
81,2922,Directed,12722,,,1
81,2923,Directed,12723,,,1
81,2924,Directed,12724,,,1
81,2925,Directed,12725,,,1
81,2926,Directed,12726,,,1
81,2927,Directed,12727,,,1
81,2928,Directed,12728,,,1
81,2929,Directed,12729,,,1
81,2930,Directed,12730,,,1
81,2931,Directed,12731,,,1
81,2932,Directed,12732,,,1
81,3402,Directed,12733,,,1
81,2934,Directed,12734,,,1
987,3325,Directed,12735,,,1
1101,3854,Directed,12736,,,1
1152,3580,Directed,12737,,,1
158,2966,Directed,12738,,,1
158,2967,Directed,12739,,,1
158,2968,Directed,12740,,,1
158,3567,Directed,12741,,,1
186,2971,Directed,12742,,,1
186,2972,Directed,12743,,,1
186,2973,Directed,12744,,,1
186,2974,Directed,12745,,,1
186,2975,Directed,12746,,,1
186,2976,Directed,12747,,,1
186,2977,Directed,12748,,,1
1130,3085,Directed,12749,,,1
541,2979,Directed,12750,,,1
541,2980,Directed,12751,,,1
541,2981,Directed,12752,,,1
541,3928,Directed,12753,,,1
541,2983,Directed,12754,,,1
541,2984,Directed,12755,,,1
375,2985,Directed,12756,,,1
877,3958,Directed,12757,,,1
478,3720,Directed,12758,,,1
785,3781,Directed,12759,,,1
785,3250,Directed,12760,,,1
772,3895,Directed,12761,,,1
772,3921,Directed,12762,,,1
223,3016,Directed,12763,,,1
223,3514,Directed,12764,,,1
223,3833,Directed,12765,,,1
223,3019,Directed,12766,,,1
223,3020,Directed,12767,,,1
223,3021,Directed,12768,,,1
223,3022,Directed,12769,,,1
223,3023,Directed,12770,,,1
223,3024,Directed,12771,,,1
223,3025,Directed,12772,,,1
223,3085,Directed,12773,,,1
223,3027,Directed,12774,,,1
223,3028,Directed,12775,,,1
223,3086,Directed,12776,,,1
223,3834,Directed,12777,,,1
223,3031,Directed,12778,,,1
223,3032,Directed,12779,,,1
223,3033,Directed,12780,,,1
266,3035,Directed,12781,,,1
266,3036,Directed,12782,,,1
266,3037,Directed,12783,,,1
266,3038,Directed,12784,,,1
266,3039,Directed,12785,,,1
266,3040,Directed,12786,,,1
266,3283,Directed,12787,,,1
671,3162,Directed,12788,,,1
671,3048,Directed,12789,,,1
671,3054,Directed,12790,,,1
680,3722,Directed,12791,,,1
237,3051,Directed,12792,,,1
237,3052,Directed,12793,,,1
237,3162,Directed,12794,,,1
237,3054,Directed,12795,,,1
792,3057,Directed,12796,,,1
99,3678,Directed,12797,,,1
99,3553,Directed,12798,,,1
99,3985,Directed,12799,,,1
99,3063,Directed,12800,,,1
99,3064,Directed,12801,,,1
99,3065,Directed,12802,,,1
99,3066,Directed,12803,,,1
99,3067,Directed,12804,,,1
99,3735,Directed,12805,,,1
99,3069,Directed,12806,,,1
527,3070,Directed,12807,,,1
527,3071,Directed,12808,,,1
527,3402,Directed,12809,,,1
897,3073,Directed,12810,,,1
689,3074,Directed,12811,,,1
53,3076,Directed,12812,,,1
53,3514,Directed,12813,,,1
53,3078,Directed,12814,,,1
53,3079,Directed,12815,,,1
53,3080,Directed,12816,,,1
53,3081,Directed,12817,,,1
53,3082,Directed,12818,,,1
53,3896,Directed,12819,,,1
53,3084,Directed,12820,,,1
53,3085,Directed,12821,,,1
1174,3086,Directed,12822,,,1
272,3087,Directed,12823,,,1
272,3283,Directed,12824,,,1
924,3931,Directed,12825,,,1
1069,3957,Directed,12826,,,1
608,3113,Directed,12827,,,1
1198,3117,Directed,12828,,,1
838,3119,Directed,12829,,,1
838,3120,Directed,12830,,,1
912,3782,Directed,12831,,,1
833,3839,Directed,12832,,,1
834,3839,Directed,12833,,,1
795,3250,Directed,12834,,,1
795,3839,Directed,12835,,,1
795,3548,Directed,12836,,,1
810,3393,Directed,12837,,,1
420,3129,Directed,12838,,,1
420,3130,Directed,12839,,,1
420,3519,Directed,12840,,,1
420,3132,Directed,12841,,,1
420,3520,Directed,12842,,,1
420,3134,Directed,12843,,,1
420,3135,Directed,12844,,,1
420,3136,Directed,12845,,,1
423,3137,Directed,12846,,,1
423,3814,Directed,12847,,,1
423,3139,Directed,12848,,,1
423,3857,Directed,12849,,,1
909,3142,Directed,12850,,,1
709,3143,Directed,12851,,,1
966,3467,Directed,12852,,,1
270,3145,Directed,12853,,,1
270,3146,Directed,12854,,,1
270,3147,Directed,12855,,,1
215,3151,Directed,12856,,,1
215,3152,Directed,12857,,,1
215,3463,Directed,12858,,,1
215,3466,Directed,12859,,,1
215,3155,Directed,12860,,,1
826,3156,Directed,12861,,,1
1034,3158,Directed,12862,,,1
225,3159,Directed,12863,,,1
201,3160,Directed,12864,,,1
201,3161,Directed,12865,,,1
201,3162,Directed,12866,,,1
948,3163,Directed,12867,,,1
829,3164,Directed,12868,,,1
70,3168,Directed,12869,,,1
70,3169,Directed,12870,,,1
70,3170,Directed,12871,,,1
70,3171,Directed,12872,,,1
70,3172,Directed,12873,,,1
70,3173,Directed,12874,,,1
70,3174,Directed,12875,,,1
70,3175,Directed,12876,,,1
70,3176,Directed,12877,,,1
70,3177,Directed,12878,,,1
70,3220,Directed,12879,,,1
70,3179,Directed,12880,,,1
70,3180,Directed,12881,,,1
70,3181,Directed,12882,,,1
70,3182,Directed,12883,,,1
70,3183,Directed,12884,,,1
70,3184,Directed,12885,,,1
70,3185,Directed,12886,,,1
70,3186,Directed,12887,,,1
70,3187,Directed,12888,,,1
70,3188,Directed,12889,,,1
189,3189,Directed,12890,,,1
189,3554,Directed,12891,,,1
189,3191,Directed,12892,,,1
167,3192,Directed,12893,,,1
553,3913,Directed,12894,,,1
943,3806,Directed,12895,,,1
879,3203,Directed,12896,,,1
1132,3204,Directed,12897,,,1
953,3576,Directed,12898,,,1
953,3577,Directed,12899,,,1
953,3578,Directed,12900,,,1
858,3210,Directed,12901,,,1
858,3211,Directed,12902,,,1
253,3268,Directed,12903,,,1
311,3844,Directed,12904,,,1
577,3609,Directed,12905,,,1
887,3220,Directed,12906,,,1
290,3831,Directed,12907,,,1
290,3222,Directed,12908,,,1
290,3657,Directed,12909,,,1
290,3224,Directed,12910,,,1
286,3236,Directed,12911,,,1
286,3237,Directed,12912,,,1
277,3229,Directed,12913,,,1
277,3805,Directed,12914,,,1
277,3231,Directed,12915,,,1
277,3232,Directed,12916,,,1
222,3234,Directed,12917,,,1
222,3235,Directed,12918,,,1
222,3236,Directed,12919,,,1
222,3237,Directed,12920,,,1
222,3805,Directed,12921,,,1
222,3794,Directed,12922,,,1
746,3805,Directed,12923,,,1
1070,3957,Directed,12924,,,1
1070,3397,Directed,12925,,,1
197,3278,Directed,12926,,,1
197,3246,Directed,12927,,,1
197,3335,Directed,12928,,,1
197,3248,Directed,12929,,,1
197,3249,Directed,12930,,,1
197,3250,Directed,12931,,,1
197,3251,Directed,12932,,,1
197,3252,Directed,12933,,,1
752,3706,Directed,12934,,,1
59,3266,Directed,12935,,,1
59,3852,Directed,12936,,,1
59,3268,Directed,12937,,,1
59,3677,Directed,12938,,,1
59,3357,Directed,12939,,,1
59,3271,Directed,12940,,,1
59,3317,Directed,12941,,,1
59,3957,Directed,12942,,,1
59,3274,Directed,12943,,,1
198,3278,Directed,12944,,,1
984,3324,Directed,12945,,,1
984,3281,Directed,12946,,,1
984,3325,Directed,12947,,,1
976,3283,Directed,12948,,,1
773,3895,Directed,12949,,,1
773,3285,Directed,12950,,,1
799,3286,Directed,12951,,,1
799,3287,Directed,12952,,,1
955,3288,Directed,12953,,,1
364,3289,Directed,12954,,,1
364,3290,Directed,12955,,,1
364,3291,Directed,12956,,,1
364,3292,Directed,12957,,,1
364,3293,Directed,12958,,,1
364,3646,Directed,12959,,,1
364,3295,Directed,12960,,,1
364,3296,Directed,12961,,,1
364,3297,Directed,12962,,,1
364,3298,Directed,12963,,,1
364,3299,Directed,12964,,,1
1304,3402,Directed,12965,,,1
1015,3875,Directed,12966,,,1
911,3614,Directed,12967,,,1
889,3306,Directed,12968,,,1
138,3631,Directed,12969,,,1
341,3315,Directed,12970,,,1
341,3958,Directed,12971,,,1
1025,3317,Directed,12972,,,1
472,3318,Directed,12973,,,1
472,3523,Directed,12974,,,1
985,3324,Directed,12975,,,1
985,3325,Directed,12976,,,1
985,3824,Directed,12977,,,1
935,3331,Directed,12978,,,1
695,3332,Directed,12979,,,1
1208,3480,Directed,12980,,,1
334,3335,Directed,12981,,,1
574,3811,Directed,12982,,,1
574,3609,Directed,12983,,,1
574,3338,Directed,12984,,,1
842,3904,Directed,12985,,,1
235,3495,Directed,12986,,,1
235,3343,Directed,12987,,,1
235,3344,Directed,12988,,,1
235,3345,Directed,12989,,,1
1307,3446,Directed,12990,,,1
681,3722,Directed,12991,,,1
681,3824,Directed,12992,,,1
192,3356,Directed,12993,,,1
192,3357,Directed,12994,,,1
766,3488,Directed,12995,,,1
79,3983,Directed,12996,,,1
79,3371,Directed,12997,,,1
79,3372,Directed,12998,,,1
1270,3619,Directed,12999,,,1
929,3377,Directed,13000,,,1
774,3895,Directed,13001,,,1
139,3631,Directed,13002,,,1
139,3388,Directed,13003,,,1
139,3852,Directed,13004,,,1
139,3390,Directed,13005,,,1
139,3391,Directed,13006,,,1
139,3392,Directed,13007,,,1
139,3393,Directed,13008,,,1
139,3806,Directed,13009,,,1
139,3395,Directed,13010,,,1
139,3396,Directed,13011,,,1
139,3397,Directed,13012,,,1
139,3398,Directed,13013,,,1
1305,3402,Directed,13014,,,1
313,3403,Directed,13015,,,1
786,3406,Directed,13016,,,1
786,3407,Directed,13017,,,1
786,3408,Directed,13018,,,1
786,3409,Directed,13019,,,1
786,3410,Directed,13020,,,1
786,3411,Directed,13021,,,1
578,3609,Directed,13022,,,1
1020,3626,Directed,13023,,,1
880,3426,Directed,13024,,,1
880,3427,Directed,13025,,,1
880,3428,Directed,13026,,,1
668,3429,Directed,13027,,,1
775,3440,Directed,13028,,,1
775,3441,Directed,13029,,,1
775,3442,Directed,13030,,,1
775,3443,Directed,13031,,,1
775,3824,Directed,13032,,,1
775,3445,Directed,13033,,,1
775,3446,Directed,13034,,,1
851,3461,Directed,13035,,,1
851,3452,Directed,13036,,,1
851,3453,Directed,13037,,,1
851,3454,Directed,13038,,,1
45,3915,Directed,13039,,,1
45,3456,Directed,13040,,,1
45,3457,Directed,13041,,,1
45,3458,Directed,13042,,,1
45,3459,Directed,13043,,,1
45,3460,Directed,13044,,,1
45,3461,Directed,13045,,,1
45,3462,Directed,13046,,,1
45,3463,Directed,13047,,,1
45,3917,Directed,13048,,,1
45,3465,Directed,13049,,,1
45,3466,Directed,13050,,,1
45,3467,Directed,13051,,,1
45,3468,Directed,13052,,,1
45,3469,Directed,13053,,,1
45,3470,Directed,13054,,,1
45,3471,Directed,13055,,,1
45,3472,Directed,13056,,,1
45,3473,Directed,13057,,,1
45,3474,Directed,13058,,,1
45,3796,Directed,13059,,,1
45,3476,Directed,13060,,,1
45,3477,Directed,13061,,,1
45,3478,Directed,13062,,,1
45,3479,Directed,13063,,,1
45,3480,Directed,13064,,,1
45,3481,Directed,13065,,,1
45,3482,Directed,13066,,,1
45,3483,Directed,13067,,,1
45,3484,Directed,13068,,,1
956,3485,Directed,13069,,,1
767,3488,Directed,13070,,,1
767,3489,Directed,13071,,,1
497,3491,Directed,13072,,,1
497,3492,Directed,13073,,,1
497,3828,Directed,13074,,,1
497,3494,Directed,13075,,,1
236,3495,Directed,13076,,,1
236,3496,Directed,13077,,,1
236,3980,Directed,13078,,,1
236,3498,Directed,13079,,,1
236,3499,Directed,13080,,,1
236,3500,Directed,13081,,,1
236,3501,Directed,13082,,,1
236,3702,Directed,13083,,,1
962,3505,Directed,13084,,,1
963,3506,Directed,13085,,,1
963,3507,Directed,13086,,,1
493,3511,Directed,13087,,,1
493,3513,Directed,13088,,,1
904,3513,Directed,13089,,,1
232,3514,Directed,13090,,,1
793,3519,Directed,13091,,,1
793,3520,Directed,13092,,,1
323,3521,Directed,13093,,,1
323,3522,Directed,13094,,,1
484,3523,Directed,13095,,,1
484,3524,Directed,13096,,,1
1120,3803,Directed,13097,,,1
605,3633,Directed,13098,,,1
366,3985,Directed,13099,,,1
130,3539,Directed,13100,,,1
130,3540,Directed,13101,,,1
130,3554,Directed,13102,,,1
130,3542,Directed,13103,,,1
130,3543,Directed,13104,,,1
130,3544,Directed,13105,,,1
130,3545,Directed,13106,,,1
130,3546,Directed,13107,,,1
130,3547,Directed,13108,,,1
836,3548,Directed,13109,,,1
129,3553,Directed,13110,,,1
645,3554,Directed,13111,,,1
820,3555,Directed,13112,,,1
1051,3560,Directed,13113,,,1
1061,3567,Directed,13114,,,1
1061,3568,Directed,13115,,,1
63,3571,Directed,13116,,,1
63,3572,Directed,13117,,,1
63,3952,Directed,13118,,,1
63,3574,Directed,13119,,,1
63,3981,Directed,13120,,,1
63,3576,Directed,13121,,,1
63,3577,Directed,13122,,,1
63,3578,Directed,13123,,,1
1153,3580,Directed,13124,,,1
415,3581,Directed,13125,,,1
456,3842,Directed,13126,,,1
979,3943,Directed,13127,,,1
1221,3637,Directed,13128,,,1
563,3853,Directed,13129,,,1
404,3599,Directed,13130,,,1
291,3831,Directed,13131,,,1
991,3608,Directed,13132,,,1
579,3609,Directed,13133,,,1
640,3612,Directed,13134,,,1
640,3613,Directed,13135,,,1
640,3614,Directed,13136,,,1
640,3615,Directed,13137,,,1
640,3616,Directed,13138,,,1
640,3617,Directed,13139,,,1
640,3618,Directed,13140,,,1
640,3619,Directed,13141,,,1
640,3620,Directed,13142,,,1
109,3623,Directed,13143,,,1
109,3624,Directed,13144,,,1
109,3974,Directed,13145,,,1
109,3626,Directed,13146,,,1
109,3627,Directed,13147,,,1
140,3631,Directed,13148,,,1
140,3632,Directed,13149,,,1
140,3633,Directed,13150,,,1
140,3634,Directed,13151,,,1
140,3635,Directed,13152,,,1
140,3636,Directed,13153,,,1
140,3637,Directed,13154,,,1
213,3638,Directed,13155,,,1
213,3639,Directed,13156,,,1
213,3640,Directed,13157,,,1
213,3641,Directed,13158,,,1
213,3642,Directed,13159,,,1
213,3643,Directed,13160,,,1
213,3644,Directed,13161,,,1
213,3645,Directed,13162,,,1
213,3646,Directed,13163,,,1
213,3647,Directed,13164,,,1
213,3648,Directed,13165,,,1
213,3649,Directed,13166,,,1
213,3650,Directed,13167,,,1
503,3653,Directed,13168,,,1
74,3656,Directed,13169,,,1
74,3657,Directed,13170,,,1
74,3658,Directed,13171,,,1
74,3659,Directed,13172,,,1
74,3660,Directed,13173,,,1
132,3662,Directed,13174,,,1
132,3663,Directed,13175,,,1
132,3664,Directed,13176,,,1
46,3915,Directed,13177,,,1
46,3918,Directed,13178,,,1
292,3831,Directed,13179,,,1
292,3675,Directed,13180,,,1
292,3844,Directed,13181,,,1
701,3677,Directed,13182,,,1
100,3678,Directed,13183,,,1
100,3679,Directed,13184,,,1
370,3681,Directed,13185,,,1
370,3682,Directed,13186,,,1
753,3706,Directed,13187,,,1
424,3851,Directed,13188,,,1
554,3913,Directed,13189,,,1
133,3699,Directed,13190,,,1
133,3700,Directed,13191,,,1
133,3701,Directed,13192,,,1
133,3702,Directed,13193,,,1
39,3704,Directed,13194,,,1
754,3706,Directed,13195,,,1
156,3708,Directed,13196,,,1
156,3709,Directed,13197,,,1
78,3712,Directed,13198,,,1
78,3713,Directed,13199,,,1
78,3714,Directed,13200,,,1
479,3720,Directed,13201,,,1
682,3722,Directed,13202,,,1
682,3723,Directed,13203,,,1
447,3729,Directed,13204,,,1
447,3725,Directed,13205,,,1
447,3857,Directed,13206,,,1
447,3727,Directed,13207,,,1
239,3728,Directed,13208,,,1
239,3729,Directed,13209,,,1
239,3730,Directed,13210,,,1
239,3731,Directed,13211,,,1
239,3732,Directed,13212,,,1
239,3733,Directed,13213,,,1
239,3734,Directed,13214,,,1
239,3735,Directed,13215,,,1
239,3736,Directed,13216,,,1
634,3738,Directed,13217,,,1
634,3739,Directed,13218,,,1
634,3931,Directed,13219,,,1
634,3806,Directed,13220,,,1
634,3957,Directed,13221,,,1
634,3743,Directed,13222,,,1
634,3744,Directed,13223,,,1
634,3745,Directed,13224,,,1
634,3746,Directed,13225,,,1
634,3747,Directed,13226,,,1
634,3748,Directed,13227,,,1
218,3749,Directed,13228,,,1
781,3827,Directed,13229,,,1
303,3759,Directed,13230,,,1
304,3759,Directed,13231,,,1
816,3772,Directed,13232,,,1
118,3780,Directed,13233,,,1
118,3781,Directed,13234,,,1
118,3782,Directed,13235,,,1
704,3792,Directed,13236,,,1
131,3793,Directed,13237,,,1
131,3794,Directed,13238,,,1
822,3795,Directed,13239,,,1
822,3796,Directed,13240,,,1
822,3797,Directed,13241,,,1
822,3798,Directed,13242,,,1
822,3799,Directed,13243,,,1
822,3800,Directed,13244,,,1
822,3801,Directed,13245,,,1
822,3802,Directed,13246,,,1
1121,3803,Directed,13247,,,1
747,3805,Directed,13248,,,1
944,3806,Directed,13249,,,1
226,3810,Directed,13250,,,1
226,3811,Directed,13251,,,1
226,3812,Directed,13252,,,1
627,3813,Directed,13253,,,1
463,3814,Directed,13254,,,1
463,3815,Directed,13255,,,1
1092,3919,Directed,13256,,,1
559,3821,Directed,13257,,,1
559,3822,Directed,13258,,,1
181,3823,Directed,13259,,,1
181,3824,Directed,13260,,,1
417,3825,Directed,13261,,,1
417,3875,Directed,13262,,,1
782,3827,Directed,13263,,,1
782,3828,Directed,13264,,,1
782,3829,Directed,13265,,,1
782,3830,Directed,13266,,,1
293,3831,Directed,13267,,,1
1102,3854,Directed,13268,,,1
464,3833,Directed,13269,,,1
464,3834,Directed,13270,,,1
464,3835,Directed,13271,,,1
835,3839,Directed,13272,,,1
1029,3841,Directed,13273,,,1
457,3842,Directed,13274,,,1
457,3843,Directed,13275,,,1
312,3844,Directed,13276,,,1
425,3851,Directed,13277,,,1
203,3852,Directed,13278,,,1
203,3853,Directed,13279,,,1
203,3854,Directed,13280,,,1
203,3855,Directed,13281,,,1
1094,3857,Directed,13282,,,1
798,3858,Directed,13283,,,1
1242,3860,Directed,13284,,,1
1016,3875,Directed,13285,,,1
949,3887,Directed,13286,,,1
769,3895,Directed,13287,,,1
1065,3957,Directed,13288,,,1
294,3892,Directed,13289,,,1
1047,3893,Directed,13290,,,1
939,3894,Directed,13291,,,1
771,3895,Directed,13292,,,1
814,3896,Directed,13293,,,1
814,3897,Directed,13294,,,1
841,3904,Directed,13295,,,1
1003,3905,Directed,13296,,,1
552,3913,Directed,13297,,,1
44,3915,Directed,13298,,,1
44,3916,Directed,13299,,,1
44,3917,Directed,13300,,,1
44,3918,Directed,13301,,,1
44,3919,Directed,13302,,,1
853,3920,Directed,13303,,,1
853,3921,Directed,13304,,,1
669,3928,Directed,13305,,,1
687,3930,Directed,13306,,,1
925,3931,Directed,13307,,,1
1053,3939,Directed,13308,,,1
1053,3941,Directed,13309,,,1
1073,3941,Directed,13310,,,1
980,3943,Directed,13311,,,1
209,3951,Directed,13312,,,1
209,3952,Directed,13313,,,1
1068,3957,Directed,13314,,,1
878,3958,Directed,13315,,,1
147,3964,Directed,13316,,,1
164,3972,Directed,13317,,,1
164,3973,Directed,13318,,,1
164,3974,Directed,13319,,,1
164,3975,Directed,13320,,,1
164,3976,Directed,13321,,,1
779,3980,Directed,13322,,,1
779,3981,Directed,13323,,,1
80,3983,Directed,13324,,,1
80,3984,Directed,13325,,,1
80,3985,Directed,13326,,,1
80,3986,Directed,13327,,,1
1285,858,Directed,13328,,,1
468,81,Directed,13329,,,1
416,411,Directed,13330,,,1
416,417,Directed,13331,,,1
126,125,Directed,13332,,,1
126,127,Directed,13333,,,1
288,289,Directed,13334,,,1
288,290,Directed,13335,,,1
288,291,Directed,13336,,,1
288,292,Directed,13337,,,1
288,293,Directed,13338,,,1
407,408,Directed,13339,,,1
407,409,Directed,13340,,,1
407,306,Directed,13341,,,1
473,474,Directed,13342,,,1
473,475,Directed,13343,,,1
473,114,Directed,13344,,,1
473,476,Directed,13345,,,1
473,477,Directed,13346,,,1
473,478,Directed,13347,,,1
473,479,Directed,13348,,,1
282,607,Directed,13349,,,1
686,110,Directed,13350,,,1
575,576,Directed,13351,,,1
575,577,Directed,13352,,,1
575,574,Directed,13353,,,1
575,578,Directed,13354,,,1
575,579,Directed,13355,,,1
199,114,Directed,13356,,,1
199,200,Directed,13357,,,1
199,201,Directed,13358,,,1
199,117,Directed,13359,,,1
199,384,Directed,13360,,,1
199,197,Directed,13361,,,1
199,868,Directed,13362,,,1
199,364,Directed,13363,,,1
112,113,Directed,13364,,,1
112,114,Directed,13365,,,1
112,115,Directed,13366,,,1
112,116,Directed,13367,,,1
112,117,Directed,13368,,,1
112,118,Directed,13369,,,1
113,112,Directed,13370,,,1
113,114,Directed,13371,,,1
113,115,Directed,13372,,,1
113,116,Directed,13373,,,1
113,117,Directed,13374,,,1
113,118,Directed,13375,,,1
62,63,Directed,13376,,,1
923,815,Directed,13377,,,1
923,924,Directed,13378,,,1
923,925,Directed,13379,,,1
923,634,Directed,13380,,,1
542,48,Directed,13381,,,1
466,120,Directed,13382,,,1
466,467,Directed,13383,,,1
466,239,Directed,13384,,,1
77,55,Directed,13385,,,1
77,78,Directed,13386,,,1
856,782,Directed,13387,,,1
643,644,Directed,13388,,,1
643,189,Directed,13389,,,1
643,130,Directed,13390,,,1
643,645,Directed,13391,,,1
545,185,Directed,13392,,,1
545,186,Directed,13393,,,1
664,68,Directed,13394,,,1
157,158,Directed,13395,,,1
30,128,Directed,13396,,,1
30,99,Directed,13397,,,1
30,129,Directed,13398,,,1
30,120,Directed,13399,,,1
30,130,Directed,13400,,,1
30,365,Directed,13401,,,1
30,87,Directed,13402,,,1
30,80,Directed,13403,,,1
30,366,Directed,13404,,,1
30,792,Directed,13405,,,1
30,841,Directed,13406,,,1
30,65,Directed,13407,,,1
30,842,Directed,13408,,,1
30,751,Directed,13409,,,1
30,935,Directed,13410,,,1
1080,120,Directed,13411,,,1
1080,1081,Directed,13412,,,1
1080,1082,Directed,13413,,,1
120,121,Directed,13414,,,1
120,122,Directed,13415,,,1
120,123,Directed,13416,,,1
120,124,Directed,13417,,,1
120,30,Directed,13418,,,1
120,130,Directed,13419,,,1
120,466,Directed,13420,,,1
120,467,Directed,13421,,,1
120,1080,Directed,13422,,,1
120,1081,Directed,13423,,,1
120,1082,Directed,13424,,,1
367,368,Directed,13425,,,1
367,140,Directed,13426,,,1
367,1270,Directed,13427,,,1
367,640,Directed,13428,,,1
136,137,Directed,13429,,,1
136,138,Directed,13430,,,1
136,139,Directed,13431,,,1
136,140,Directed,13432,,,1
41,962,Directed,13433,,,1
41,429,Directed,13434,,,1
41,109,Directed,13435,,,1
765,570,Directed,13436,,,1
765,81,Directed,13437,,,1
765,766,Directed,13438,,,1
765,767,Directed,13439,,,1
770,769,Directed,13440,,,1
770,771,Directed,13441,,,1
770,227,Directed,13442,,,1
770,742,Directed,13443,,,1
770,772,Directed,13444,,,1
770,773,Directed,13445,,,1
770,774,Directed,13446,,,1
365,30,Directed,13447,,,1
365,87,Directed,13448,,,1
365,99,Directed,13449,,,1
365,80,Directed,13450,,,1
365,366,Directed,13451,,,1
872,325,Directed,13452,,,1
872,873,Directed,13453,,,1
872,454,Directed,13454,,,1
872,874,Directed,13455,,,1
872,875,Directed,13456,,,1
872,876,Directed,13457,,,1
872,877,Directed,13458,,,1
872,878,Directed,13459,,,1
872,341,Directed,13460,,,1
644,643,Directed,13461,,,1
644,189,Directed,13462,,,1
644,130,Directed,13463,,,1
644,645,Directed,13464,,,1
441,442,Directed,13465,,,1
441,490,Directed,13466,,,1
441,491,Directed,13467,,,1
441,492,Directed,13468,,,1
441,493,Directed,13469,,,1
441,325,Directed,13470,,,1
1002,189,Directed,13471,,,1
453,454,Directed,13472,,,1
453,287,Directed,13473,,,1
453,455,Directed,13474,,,1
453,456,Directed,13475,,,1
453,457,Directed,13476,,,1
480,481,Directed,13477,,,1
480,482,Directed,13478,,,1
480,483,Directed,13479,,,1
480,476,Directed,13480,,,1
480,117,Directed,13481,,,1
480,470,Directed,13482,,,1
480,472,Directed,13483,,,1
480,484,Directed,13484,,,1
121,120,Directed,13485,,,1
121,122,Directed,13486,,,1
121,123,Directed,13487,,,1
121,124,Directed,13488,,,1
121,125,Directed,13489,,,1
637,65,Directed,13490,,,1
134,48,Directed,13491,,,1
402,403,Directed,13492,,,1
402,302,Directed,13493,,,1
402,401,Directed,13494,,,1
402,404,Directed,13495,,,1
402,226,Directed,13496,,,1
1148,74,Directed,13497,,,1
1245,570,Directed,13498,,,1
1245,81,Directed,13499,,,1
68,69,Directed,13500,,,1
68,70,Directed,13501,,,1
68,98,Directed,13502,,,1
68,664,Directed,13503,,,1
68,751,Directed,13504,,,1
68,245,Directed,13505,,,1
68,158,Directed,13506,,,1
68,1061,Directed,13507,,,1
68,661,Directed,13508,,,1
68,235,Directed,13509,,,1
68,1238,Directed,13510,,,1
219,220,Directed,13511,,,1
154,137,Directed,13512,,,1
154,155,Directed,13513,,,1
154,156,Directed,13514,,,1
408,407,Directed,13515,,,1
408,409,Directed,13516,,,1
408,306,Directed,13517,,,1
408,502,Directed,13518,,,1
408,503,Directed,13519,,,1
98,68,Directed,13520,,,1
661,68,Directed,13521,,,1
661,235,Directed,13522,,,1
661,1198,Directed,13523,,,1
327,328,Directed,13524,,,1
327,78,Directed,13525,,,1
327,685,Directed,13526,,,1
327,110,Directed,13527,,,1
