;Souce;Target;Common Diseases
3763;CRYBB1;GJA8;1
3764;CRYBB1;HSF4;1
3765;CRYBB1;LIM2;1
3766;CRYBB1;MIP;1
3767;CRYBB1;BFSP2;1
3768;CRYBB2;PAX6;1
3769;CRYBB2;PITX3;1
3770;CRYBB2;CRYAA;1
3771;CRYBB2;CRYAB;1
3772;CRYBB2;CRYBA1;1
3773;CRYBB2;CRYBB1;1
3774;CRYBB2;CRYGC;1
3775;CRYBB2;CRYGD;1
3776;CRYBB2;GJA3;1
3777;CRYBB2;GJA8;1
3778;CRYBB2;HSF4;1
3779;CRYBB2;LIM2;1
3780;CRYBB2;MIP;1
3781;CRYBB2;BFSP2;1
3782;CRYGC;PAX6;1
3783;CRYGC;PITX3;1
3784;CRYGC;CRYAA;1
3785;CRYGC;CRYAB;1
3786;CRYGC;CRYBA1;1
3787;CRYGC;CRYBB1;1
3788;CRYGC;CRYBB2;1
3789;CRYGC;CRYGD;1
3790;CRYGC;GJA3;1
3791;CRYGC;GJA8;1
3792;CRYGC;HSF4;1
3793;CRYGC;LIM2;1
3794;CRYGC;MIP;1
3795;CRYGC;BFSP2;1
3796;CRYGD;PAX6;1
3797;CRYGD;PITX3;1
3798;CRYGD;CRYAA;1
3799;CRYGD;CRYAB;1
3800;CRYGD;CRYBA1;1
3801;CRYGD;CRYBB1;1
3802;CRYGD;CRYBB2;1
3803;CRYGD;CRYGC;1
3804;CRYGD;GJA3;1
3805;CRYGD;GJA8;1
3806;CRYGD;HSF4;1
3807;CRYGD;LIM2;1
3808;CRYGD;MIP;1
3809;CRYGD;BFSP2;1
3810;GJA3;PAX6;1
3811;GJA3;PITX3;1
3812;GJA3;CRYAA;1
3813;GJA3;CRYAB;1
3814;GJA3;CRYBA1;1
3815;GJA3;CRYBB1;1
3816;GJA3;CRYBB2;1
3817;GJA3;CRYGC;1
3818;GJA3;CRYGD;1
3819;GJA3;GJA8;1
3820;GJA3;HSF4;1
3821;GJA3;LIM2;1
3822;GJA3;MIP;1
3823;GJA3;BFSP2;1
3824;GJA8;PAX6;1
3825;GJA8;PITX3;1
3826;GJA8;CRYAA;1
3827;GJA8;CRYAB;1
3828;GJA8;CRYBA1;1
3829;GJA8;CRYBB1;1
3830;GJA8;CRYBB2;1
3831;GJA8;CRYGC;1
3832;GJA8;CRYGD;1
3833;GJA8;GJA3;1
3834;GJA8;HSF4;1
3835;GJA8;LIM2;1
3836;GJA8;MIP;1
3837;GJA8;BFSP2;1
3838;HSF4;PAX6;1
3839;HSF4;PITX3;1
3840;HSF4;CRYAA;1
3841;HSF4;CRYAB;1
3842;HSF4;CRYBA1;1
3843;HSF4;CRYBB1;1
3844;HSF4;CRYBB2;1
3845;HSF4;CRYGC;1
3846;HSF4;CRYGD;1
3847;HSF4;GJA3;1
3848;HSF4;GJA8;1
3849;HSF4;LIM2;1
3850;HSF4;MIP;1
3851;HSF4;BFSP2;1
3852;LIM2;PAX6;1
3853;LIM2;PITX3;1
3854;LIM2;CRYAA;1
3855;LIM2;CRYAB;1
3856;LIM2;CRYBA1;1
3857;LIM2;CRYBB1;1
3858;LIM2;CRYBB2;1
3859;LIM2;CRYGC;1
3860;LIM2;CRYGD;1
3861;LIM2;GJA3;1
3862;LIM2;GJA8;1
3863;LIM2;HSF4;1
3864;LIM2;MIP;1
3865;LIM2;BFSP2;1
3866;MIP;PAX6;1
3867;MIP;PITX3;1
3868;MIP;CRYAA;1
3869;MIP;CRYAB;1
3870;MIP;CRYBA1;1
3871;MIP;CRYBB1;1
3872;MIP;CRYBB2;1
3873;MIP;CRYGC;1
3874;MIP;CRYGD;1
3875;MIP;GJA3;1
3876;MIP;GJA8;1
3877;MIP;HSF4;1
3878;MIP;LIM2;1
3879;MIP;BFSP2;1
3880;BFSP2;PAX6;1
3881;BFSP2;PITX3;1
3882;BFSP2;CRYAA;1
3883;BFSP2;CRYAB;1
3884;BFSP2;CRYBA1;1
3885;BFSP2;CRYBB1;1
3886;BFSP2;CRYBB2;1
3887;BFSP2;CRYGC;1
3888;BFSP2;CRYGD;1
3889;BFSP2;GJA3;1
3890;BFSP2;GJA8;1
3891;BFSP2;HSF4;1
3892;BFSP2;LIM2;1
3893;BFSP2;MIP;1
3894;BDNF;HTR2A;1
3895;BDNF;SLC6A4;1
3896;BDNF;EDN3;1
3897;BDNF;GDNF;1
3898;BDNF;RET;1
3899;BDNF;PHOX2B;1
3900;EDN3;EDNRB;1
3901;EDN3;BDNF;1
3902;EDN3;GDNF;2
3903;EDN3;RET;2
3904;EDN3;PHOX2B;2
3905;EDN3;ECE1;1
3906;EDN3;NRTN;1
3907;GDNF;EDNRB;1
3908;GDNF;BDNF;1
3909;GDNF;EDN3;2
3910;GDNF;RET;2
3911;GDNF;PHOX2B;2
3912;GDNF;ECE1;1
3913;GDNF;NRTN;1
3914;RET;EDNRB;1
3915;RET;MEN1;1
3916;RET;BDNF;1
3917;RET;EDN3;2
3918;RET;GDNF;2
3919;RET;PHOX2B;2
3920;RET;ECE1;1
3921;RET;NRTN;1
3922;RET;NTRK1;1
3923;PHOX2B;EDNRB;1
3924;PHOX2B;BDNF;1
3925;PHOX2B;EDN3;2
3926;PHOX2B;GDNF;2
3927;PHOX2B;RET;2
3928;PHOX2B;ECE1;1
3929;PHOX2B;NRTN;1
3930;PHOX2B;NME1;1
3931;CACNA1A;CP;1
3932;CACNA1A;KCNA1;1
3933;CACNA1A;TBP;1
3934;CACNA1A;FGF14;1
3935;CACNA1A;PPP2R2B;1
3936;CACNA1A;PRKCG;1
3937;CACNA1A;ATXN1;1
3938;CACNA1A;ATXN2;1
3939;CACNA1A;ATXN7;1
3940;CACNA1A;KLHL1AS;1
3941;CACNA1A;ATXN10;1
3942;CACNA1A;PLEKHG4;1
3943;CACNA1A;TDP1;1
3944;CACNA1A;SCA25;1
3945;CP;CACNA1A;1
3946;ABCA1;CST3;1
3947;ABCA1;MEF2A;1
3948;ABCA1;MMP3;1
3949;ABCA1;PON1;1
3950;ABCA1;PON2;1
3951;ABCA1;KL;1
3952;ABCA1;ESR1;1
3953;CST3;ABCA1;1
3954;DNM2;EGR2;1
3955;DNM2;GARS;1
3956;DNM2;GJB1;1
3957;DNM2;HOXD10;1
3958;DNM2;HSPB1;1
3959;DNM2;MPZ;1
3960;DNM2;NEFL;1
3961;DNM2;PMP22;1
3962;DNM2;RAB7;1
3963;DNM2;MTMR2;1
3964;DNM2;LITAF;1
3965;DNM2;MFN2;1
3966;DNM2;NDRG1;1
3967;DNM2;KIF1B;1
3968;DNM2;GDAP1;1
3969;DNM2;SH3TC2;1
3970;DNM2;SBF2;1
3971;EGR2;DNM2;1
3972;EGR2;GARS;1
3973;EGR2;GJB1;1
3974;EGR2;HOXD10;1
3975;EGR2;HSPB1;2
3976;EGR2;MPZ;3
3977;EGR2;NEFL;1
3978;EGR2;PMP22;3
3979;EGR2;RAB7;1
3980;EGR2;MTMR2;1
3981;EGR2;LITAF;1
3982;EGR2;MFN2;1
3983;EGR2;NDRG1;1
3984;EGR2;KIF1B;1
3985;EGR2;GDAP1;1
3986;EGR2;SH3TC2;1
3987;EGR2;SBF2;1
3988;EGR2;PRX;1
3989;EGR2;NGFB;1
3990;EGR2;SPTLC1;1
3991;EGR2;HSPB8;1
3992;EGR2;HSN2;1
3993;GARS;VAPB;1
3994;GARS;AR;1
3995;GARS;DNM2;1
3996;GARS;EGR2;1
3997;GARS;GJB1;1
3998;GARS;HOXD10;1
3999;GARS;HSPB1;1
4000;GARS;MPZ;1
4001;GARS;NEFL;1
4002;GARS;PMP22;1
4003;GARS;RAB7;1
4004;GARS;MTMR2;1
4005;GARS;LITAF;1
4006;GARS;MFN2;1
4007;GARS;NDRG1;1
4008;GARS;KIF1B;1
4009;GARS;GDAP1;1
4010;GARS;SH3TC2;1
4011;GARS;SBF2;1
4012;GARS;BSCL2;1
4013;GARS;HEXB;1
4014;GARS;IGHMBP2;1
4015;GARS;SMN1;1
4016;GJB1;DNM2;1
4017;GJB1;EGR2;1
4018;GJB1;GARS;1
4019;GJB1;HOXD10;1
4020;GJB1;HSPB1;1
4021;GJB1;MPZ;1
4022;GJB1;NEFL;1
4023;GJB1;PMP22;1
4024;GJB1;RAB7;1
4025;GJB1;MTMR2;1
4026;GJB1;LITAF;1
4027;GJB1;MFN2;1
4028;GJB1;NDRG1;1
4029;GJB1;KIF1B;1
4030;GJB1;GDAP1;1
4031;GJB1;SH3TC2;1
4032;GJB1;SBF2;1
4033;HOXD10;DNM2;1
4034;HOXD10;EGR2;1
4035;HOXD10;GARS;1
4036;HOXD10;GJB1;1
4037;HOXD10;HSPB1;1
4038;HOXD10;MPZ;1
4039;HOXD10;NEFL;1
4040;HOXD10;PMP22;1
4041;HOXD10;RAB7;1
4042;HOXD10;MTMR2;1
4043;HOXD10;LITAF;1
4044;HOXD10;MFN2;1
4045;HOXD10;NDRG1;1
4046;HOXD10;KIF1B;1
4047;HOXD10;GDAP1;1
4048;HOXD10;SH3TC2;1
4049;HOXD10;SBF2;1
4050;HSPB1;DNM2;1
4051;HSPB1;EGR2;2
4052;HSPB1;GARS;1
4053;HSPB1;GJB1;1
4054;HSPB1;HOXD10;1
4055;HSPB1;MPZ;2
4056;HSPB1;NEFL;1
4057;HSPB1;PMP22;2
4058;HSPB1;RAB7;1
4059;HSPB1;MTMR2;1
4060;HSPB1;LITAF;1
4061;HSPB1;MFN2;1
4062;HSPB1;NDRG1;1
4063;HSPB1;KIF1B;1
4064;HSPB1;GDAP1;1
4065;HSPB1;SH3TC2;1
4066;HSPB1;SBF2;1
4067;HSPB1;NGFB;1
4068;HSPB1;SPTLC1;1
4069;HSPB1;HSPB8;1
4070;HSPB1;HSN2;1
4071;MPZ;DNM2;1
4072;MPZ;EGR2;3
4073;MPZ;GARS;1
4074;MPZ;GJB1;1
4075;MPZ;HOXD10;1
4076;MPZ;HSPB1;2
4077;MPZ;NEFL;1
4078;MPZ;PMP22;4
4079;MPZ;RAB7;1
4080;MPZ;MTMR2;1
4081;MPZ;LITAF;1
4082;MPZ;MFN2;1
4083;MPZ;NDRG1;1
4084;MPZ;KIF1B;1
4085;MPZ;GDAP1;1
4086;MPZ;SH3TC2;1
4087;MPZ;SBF2;1
4088;MPZ;PRX;1
4089;MPZ;NGFB;1
4090;MPZ;SPTLC1;1
4091;MPZ;HSPB8;1
4092;MPZ;HSN2;1
4093;NEFL;DNM2;1
4094;NEFL;EGR2;1
4095;NEFL;GARS;1
4096;NEFL;GJB1;1
4097;NEFL;HOXD10;1
4098;NEFL;HSPB1;1
4099;NEFL;MPZ;1
4100;NEFL;PMP22;1
4101;NEFL;RAB7;1
4102;NEFL;MTMR2;1
4103;NEFL;LITAF;1
4104;NEFL;MFN2;1
4105;NEFL;NDRG1;1
4106;NEFL;KIF1B;1
4107;NEFL;GDAP1;1
4108;NEFL;SH3TC2;1
4109;NEFL;SBF2;1
4110;PMP22;DNM2;1
4111;PMP22;EGR2;3
4112;PMP22;GARS;1
4113;PMP22;GJB1;1
4114;PMP22;HOXD10;1
4115;PMP22;HSPB1;2
4116;PMP22;MPZ;4
4117;PMP22;NEFL;1
4118;PMP22;RAB7;1
4119;PMP22;MTMR2;1
4120;PMP22;LITAF;1
4121;PMP22;MFN2;1
4122;PMP22;NDRG1;1
4123;PMP22;KIF1B;1
4124;PMP22;GDAP1;1
4125;PMP22;SH3TC2;1
4126;PMP22;SBF2;1
4127;PMP22;PRX;1
4128;PMP22;NGFB;1
4129;PMP22;SPTLC1;1
4130;PMP22;HSPB8;1
4131;PMP22;HSN2;1
4132;RAB7;DNM2;1
4133;RAB7;EGR2;1
4134;RAB7;GARS;1
4135;RAB7;GJB1;1
4136;RAB7;HOXD10;1
4137;RAB7;HSPB1;1
4138;RAB7;MPZ;1
4139;RAB7;NEFL;1
4140;RAB7;PMP22;1
4141;RAB7;MTMR2;1
4142;RAB7;LITAF;1
4143;RAB7;MFN2;1
4144;RAB7;NDRG1;1
4145;RAB7;KIF1B;1
4146;RAB7;GDAP1;1
4147;RAB7;SH3TC2;1
4148;RAB7;SBF2;1
4149;MTMR2;DNM2;1
4150;MTMR2;EGR2;1
4151;MTMR2;GARS;1
4152;MTMR2;GJB1;1
4153;MTMR2;HOXD10;1
4154;MTMR2;HSPB1;1
4155;MTMR2;MPZ;1
4156;MTMR2;NEFL;1
4157;MTMR2;PMP22;1
4158;MTMR2;RAB7;1
4159;MTMR2;LITAF;1
4160;MTMR2;MFN2;1
4161;MTMR2;NDRG1;1
4162;MTMR2;KIF1B;1
4163;MTMR2;GDAP1;1
4164;MTMR2;SH3TC2;1
4165;MTMR2;SBF2;1
4166;LITAF;DNM2;1
4167;LITAF;EGR2;1
4168;LITAF;GARS;1
4169;LITAF;GJB1;1
4170;LITAF;HOXD10;1
4171;LITAF;HSPB1;1
4172;LITAF;MPZ;1
4173;LITAF;NEFL;1
4174;LITAF;PMP22;1
4175;LITAF;RAB7;1
4176;LITAF;MTMR2;1
4177;LITAF;MFN2;1
4178;LITAF;NDRG1;1
4179;LITAF;KIF1B;1
4180;LITAF;GDAP1;1
4181;LITAF;SH3TC2;1
4182;LITAF;SBF2;1
4183;MFN2;DNM2;1
4184;MFN2;EGR2;1
4185;MFN2;GARS;1
4186;MFN2;GJB1;1
4187;MFN2;HOXD10;1
4188;MFN2;HSPB1;1
4189;MFN2;MPZ;1
4190;MFN2;NEFL;1
4191;MFN2;PMP22;1
4192;MFN2;RAB7;1
4193;MFN2;MTMR2;1
4194;MFN2;LITAF;1
4195;MFN2;NDRG1;1
4196;MFN2;KIF1B;1
4197;MFN2;GDAP1;1
4198;MFN2;SH3TC2;1
4199;MFN2;SBF2;1
4200;NDRG1;DNM2;1
4201;NDRG1;EGR2;1
4202;NDRG1;GARS;1
4203;NDRG1;GJB1;1
4204;NDRG1;HOXD10;1
4205;NDRG1;HSPB1;1
4206;NDRG1;MPZ;1
4207;NDRG1;NEFL;1
4208;NDRG1;PMP22;1
4209;NDRG1;RAB7;1
4210;NDRG1;MTMR2;1
4211;NDRG1;LITAF;1
4212;NDRG1;MFN2;1
4213;NDRG1;KIF1B;1
4214;NDRG1;GDAP1;1
4215;NDRG1;SH3TC2;1
4216;NDRG1;SBF2;1
4217;KIF1B;DNM2;1
4218;KIF1B;EGR2;1
4219;KIF1B;GARS;1
4220;KIF1B;GJB1;1
4221;KIF1B;HOXD10;1
4222;KIF1B;HSPB1;1
4223;KIF1B;MPZ;1
4224;KIF1B;NEFL;1
4225;KIF1B;PMP22;1
4226;KIF1B;RAB7;1
4227;KIF1B;MTMR2;1
4228;KIF1B;LITAF;1
4229;KIF1B;MFN2;1
4230;KIF1B;NDRG1;1
4231;KIF1B;GDAP1;1
4232;KIF1B;SH3TC2;1
4233;KIF1B;SBF2;1
4234;GDAP1;DNM2;1
4235;GDAP1;EGR2;1
4236;GDAP1;GARS;1
4237;GDAP1;GJB1;1
4238;GDAP1;HOXD10;1
4239;GDAP1;HSPB1;1
4240;GDAP1;MPZ;1
4241;GDAP1;NEFL;1
4242;GDAP1;PMP22;1
4243;GDAP1;RAB7;1
4244;GDAP1;MTMR2;1
4245;GDAP1;LITAF;1
4246;GDAP1;MFN2;1
4247;GDAP1;NDRG1;1
4248;GDAP1;KIF1B;1
4249;GDAP1;SH3TC2;1
4250;GDAP1;SBF2;1
4251;SH3TC2;DNM2;1
4252;SH3TC2;EGR2;1
4253;SH3TC2;GARS;1
4254;SH3TC2;GJB1;1
4255;SH3TC2;HOXD10;1
4256;SH3TC2;HSPB1;1
4257;SH3TC2;MPZ;1
4258;SH3TC2;NEFL;1
4259;SH3TC2;PMP22;1
4260;SH3TC2;RAB7;1
4261;SH3TC2;MTMR2;1
4262;SH3TC2;LITAF;1
4263;SH3TC2;MFN2;1
4264;SH3TC2;NDRG1;1
4265;SH3TC2;KIF1B;1
4266;SH3TC2;GDAP1;1
4267;SH3TC2;SBF2;1
4268;SBF2;DNM2;1
4269;SBF2;EGR2;1
4270;SBF2;GARS;1
4271;SBF2;GJB1;1
4272;SBF2;HOXD10;1
4273;SBF2;HSPB1;1
4274;SBF2;MPZ;1
4275;SBF2;NEFL;1
4276;SBF2;PMP22;1
4277;SBF2;RAB7;1
4278;SBF2;MTMR2;1
4279;SBF2;LITAF;1
4280;SBF2;MFN2;1
4281;SBF2;NDRG1;1
4282;SBF2;KIF1B;1
4283;SBF2;GDAP1;1
4284;SBF2;SH3TC2;1
4285;MSX1;PVRL1;1
4286;MSX1;TBX22;1
4287;MSX1;PAX9;1
4288;PVRL1;MSX1;1
4289;PVRL1;TBX22;1
4290;PVRL1;GJB6;1
4291;PVRL1;EDA;1
4292;PVRL1;NFKBIA;1
4293;PVRL1;PKP1;1
4294;PVRL1;IKBKG;1
4295;PVRL1;EDAR;1
4296;PVRL1;EDARADD;1
4297;TBX22;MSX1;1
4298;TBX22;PVRL1;1
4299;NDP;LRP5;1
4300;NDP;FZD4;1
4301;RPS6KA3;FGD1;1
4302;RPS6KA3;MECP2;1
4303;RPS6KA3;NLGN4X;1
4304;RPS6KA3;ARX;1
4305;RPS6KA3;SOX3;1
4306;RPS6KA3;AGTR2;1
4307;RPS6KA3;DLG3;1
4308;RPS6KA3;ACSL4;1
4309;RPS6KA3;AFF2;1
4310;RPS6KA3;GDI1;1
4311;RPS6KA3;OPHN1;1
4312;RPS6KA3;PAK3;1
4313;RPS6KA3;SLC6A8;1
4314;RPS6KA3;SMS;1
4315;RPS6KA3;TSPAN7;1
4316;RPS6KA3;ZNF41;1
4317;RPS6KA3;SMCX;1
4318;RPS6KA3;PRSS12;1
4319;RPS6KA3;ARHGEF6;1
4320;RPS6KA3;IL1RAPL1;1
4321;RPS6KA3;FTSJ1;1
4322;RPS6KA3;CRBN;1
4323;RPS6KA3;ZNF81;1
4324;SHH;PAX6;1
4325;SHH;PTCH;1
4326;SHH;SIX3;1
4327;SHH;TGIF;1
4328;SHH;ZIC2;1
4329;BAX;FGFR3;1
4330;BAX;BRAF;1
4331;BAX;APC;1
4332;BAX;MUTYH;1
4333;BAX;ATM;1
4334;BAX;FLCN;1
4335;BAX;PIK3CA;1
4336;BAX;TP53;1
4337;BAX;RAD54L;1
4338;BAX;MLH1;1
4339;BAX;MSH2;1
4340;BAX;MSH6;1
4341;BAX;CCND1;1
4342;BAX;BUB1;1
4343;BAX;BUB1B;1
4344;BAX;CTNNB1;1
4345;BAX;DCC;1
4346;BAX;EP300;1
4347;BAX;MCC;1
4348;BAX;NRAS;1
4349;BAX;ODC1;1
4350;BAX;PDGFRL;1
4351;BAX;PLA2G2A;1
4352;BAX;PMS1;1
4353;BAX;PMS2;1
4354;BAX;PTPN12;1
4355;BAX;PTPRJ;1
4356;BAX;SRC;1
4357;BAX;TGFBR2;1
4358;BAX;AXIN2;1
4359;BAX;BCL10;1
4360;BAX;DLC1;1
4361;BAX;RAD54B;1
4362;BAX;MLH3;1
4363;CCND1;FGFR3;1
4364;CCND1;BRAF;1
4365;CCND1;APC;1
4366;CCND1;MUTYH;1
4367;CCND1;NQO1;1
4368;CCND1;FLCN;1
4369;CCND1;KRAS;1
4370;CCND1;PIK3CA;1
4371;CCND1;TP53;1
4372;CCND1;RAD54L;1
4373;CCND1;MLH1;1
4374;CCND1;MSH2;1
4375;CCND1;MSH6;1
4376;CCND1;BAX;1
4377;CCND1;BUB1;1
4378;CCND1;BUB1B;1
4379;CCND1;CTNNB1;1
4380;CCND1;DCC;1
4381;CCND1;EP300;1
4382;CCND1;MCC;1
4383;CCND1;NRAS;1
4384;CCND1;ODC1;1
4385;CCND1;PDGFRL;1
4386;CCND1;PLA2G2A;1
4387;CCND1;PMS1;1
4388;CCND1;PMS2;1
4389;CCND1;PTPN12;1
4390;CCND1;PTPRJ;1
4391;CCND1;SRC;1
4392;CCND1;TGFBR2;1
4393;CCND1;AXIN2;1
4394;CCND1;BCL10;1
4395;CCND1;DLC1;1
4396;CCND1;RAD54B;1
4397;CCND1;MLH3;1
4398;CCND1;GATA1;1
4399;CCND1;KIT;1
4400;CCND1;STAT5B;1
4401;CCND1;VHL;1
4402;CCND1;PTPN11;1
4403;CCND1;ABL1;1
4404;CCND1;ARNT;1
4405;CCND1;BCL2;1
4406;CCND1;BCR;1
4407;CCND1;RUNX1;1
4408;CCND1;CEBPA;1
4409;CCND1;FLT3;1
4410;CCND1;HOXD4;1
4411;CCND1;LPP;1
4412;CCND1;NBN;1
4413;CCND1;NF1;1
4414;CCND1;NPM1;1
4415;CCND1;NUMA1;1
4416;CCND1;P2RX7;1
4417;CCND1;PML;1
4418;CCND1;TAL1;1
4419;CCND1;TAL2;1
4420;CCND1;TRA@;1
4421;CCND1;ZBTB16;1
4422;CCND1;NUP214;1
4423;CCND1;MLLT10;1
4424;CCND1;PICALM;1
4425;CCND1;GMPS;1
4426;CCND1;ZNFN1A1;1
4427;CCND1;MLLT11;1
4428;CCND1;ARHGAP26;1
4429;CCND1;ARHGEF12;1
4430;CCND1;CHIC2;1
4431;CCND1;WHSC1L1;1
4432;CCND1;ARL11;1
4433;BUB1;FGFR3;1
4434;BUB1;BRAF;1
4435;BUB1;APC;1
4436;BUB1;MUTYH;1
4437;BUB1;FLCN;1
4438;BUB1;PIK3CA;1
4439;BUB1;TP53;1
4440;BUB1;RAD54L;1
4441;BUB1;MLH1;1
4442;BUB1;MSH2;1
4443;BUB1;MSH6;1
4444;BUB1;BAX;1
4445;BUB1;CCND1;1
4446;BUB1;BUB1B;1
4447;BUB1;CTNNB1;1
4448;BUB1;DCC;1
4449;BUB1;EP300;1
4450;BUB1;MCC;1
4451;BUB1;NRAS;1
4452;BUB1;ODC1;1
4453;BUB1;PDGFRL;1
4454;BUB1;PLA2G2A;1
4455;BUB1;PMS1;1
4456;BUB1;PMS2;1
4457;BUB1;PTPN12;1
4458;BUB1;PTPRJ;1
4459;BUB1;SRC;1
4460;BUB1;TGFBR2;1
4461;BUB1;AXIN2;1
4462;BUB1;BCL10;1
4463;BUB1;DLC1;1
4464;BUB1;RAD54B;1
4465;BUB1;MLH3;1
4466;BUB1B;FGFR3;1
4467;BUB1B;BRAF;1
4468;BUB1B;APC;1
4469;BUB1B;MUTYH;1
4470;BUB1B;FLCN;1
4471;BUB1B;PIK3CA;1
4472;BUB1B;TP53;1
4473;BUB1B;RAD54L;1
4474;BUB1B;MLH1;1
4475;BUB1B;MSH2;1
4476;BUB1B;MSH6;1
4477;BUB1B;BAX;1
4478;BUB1B;CCND1;1
4479;BUB1B;BUB1;1
4480;BUB1B;CTNNB1;1
4481;BUB1B;DCC;1
4482;BUB1B;EP300;1
4483;BUB1B;MCC;1
4484;BUB1B;NRAS;1
4485;BUB1B;ODC1;1
4486;BUB1B;PDGFRL;1
4487;BUB1B;PLA2G2A;1
4488;BUB1B;PMS1;1
4489;BUB1B;PMS2;1
4490;BUB1B;PTPN12;1
4491;BUB1B;PTPRJ;1
4492;BUB1B;SRC;1
4493;BUB1B;TGFBR2;1
4494;BUB1B;AXIN2;1
4495;BUB1B;BCL10;1
4496;BUB1B;DLC1;1
4497;BUB1B;RAD54B;1
4498;BUB1B;MLH3;1
4499;CTNNB1;FGFR3;1
4500;CTNNB1;BRAF;1
4501;CTNNB1;ERBB2;1
4502;CTNNB1;APC;1
4503;CTNNB1;MUTYH;1
4504;CTNNB1;CASP8;1
4505;CTNNB1;FLCN;1
4506;CTNNB1;BRCA1;1
4507;CTNNB1;CDH1;1
4508;CTNNB1;PIK3CA;2
4509;CTNNB1;TP53;2
4510;CTNNB1;RAD54L;1
4511;CTNNB1;MLH1;1
4512;CTNNB1;MSH2;2
4513;CTNNB1;MSH6;2
4514;CTNNB1;BAX;1
4515;CTNNB1;CCND1;1
4516;CTNNB1;BUB1;1
4517;CTNNB1;BUB1B;1
4518;CTNNB1;DCC;1
4519;CTNNB1;EP300;1
4520;CTNNB1;MCC;1
4521;CTNNB1;NRAS;1
4522;CTNNB1;ODC1;1
4523;CTNNB1;PDGFRL;2
4524;CTNNB1;PLA2G2A;1
4525;CTNNB1;PMS1;1
4526;CTNNB1;PMS2;1
4527;CTNNB1;PTPN12;1
4528;CTNNB1;PTPRJ;1
4529;CTNNB1;SRC;1
4530;CTNNB1;TGFBR2;1
4531;CTNNB1;AXIN2;1
4532;CTNNB1;BCL10;1
4533;CTNNB1;DLC1;1
4534;CTNNB1;RAD54B;1
4535;CTNNB1;MLH3;1
4536;CTNNB1;TCF1;1
4537;CTNNB1;IGF2R;1
4538;CTNNB1;MET;1
4539;CTNNB1;AXIN1;1
4540;CTNNB1;RRAS2;1
4541;DCC;FGFR3;1
4542;DCC;BRAF;1
4543;DCC;APC;1
4544;DCC;MUTYH;1
4545;DCC;FLCN;1
4546;DCC;PIK3CA;1
4547;DCC;TP53;1
4548;DCC;RAD54L;1
4549;DCC;MLH1;1
4550;DCC;MSH2;1
4551;DCC;MSH6;1
4552;DCC;BAX;1
4553;DCC;CCND1;1
4554;DCC;BUB1;1
4555;DCC;BUB1B;1
4556;DCC;CTNNB1;1
4557;DCC;EP300;1
4558;DCC;MCC;1
4559;DCC;NRAS;1
4560;DCC;ODC1;1
4561;DCC;PDGFRL;1
4562;DCC;PLA2G2A;1
4563;DCC;PMS1;1
4564;DCC;PMS2;1
4565;DCC;PTPN12;1
4566;DCC;PTPRJ;1
4567;DCC;SRC;1
4568;DCC;TGFBR2;1
4569;DCC;AXIN2;1
4570;DCC;BCL10;1
4571;DCC;DLC1;1
4572;DCC;RAD54B;1
4573;DCC;MLH3;1
4574;EP300;FGFR3;1
4575;EP300;BRAF;1
4576;EP300;APC;1
4577;EP300;MUTYH;1
4578;EP300;FLCN;1
4579;EP300;PIK3CA;1
4580;EP300;TP53;1
4581;EP300;RAD54L;1
4582;EP300;MLH1;1
4583;EP300;MSH2;1
4584;EP300;MSH6;1
4585;EP300;BAX;1
4586;EP300;CCND1;1
4587;EP300;BUB1;1
4588;EP300;BUB1B;1
4589;EP300;CTNNB1;1
4590;EP300;DCC;1
4591;EP300;MCC;1
4592;EP300;NRAS;1
4593;EP300;ODC1;1
4594;EP300;PDGFRL;1
4595;EP300;PLA2G2A;1
4596;EP300;PMS1;1
4597;EP300;PMS2;1
4598;EP300;PTPN12;1
4599;EP300;PTPRJ;1
4600;EP300;SRC;1
4601;EP300;TGFBR2;1
4602;EP300;AXIN2;1
4603;EP300;BCL10;1
4604;EP300;DLC1;1
4605;EP300;RAD54B;1
4606;EP300;MLH3;1
4607;EP300;CREBBP;1
4608;MCC;FGFR3;1
4609;MCC;BRAF;1
4610;MCC;APC;1
4611;MCC;MUTYH;1
4612;MCC;FLCN;1
4613;MCC;PIK3CA;1
4614;MCC;TP53;1
4615;MCC;RAD54L;1
4616;MCC;MLH1;1
4617;MCC;MSH2;1
4618;MCC;MSH6;1
4619;MCC;BAX;1
4620;MCC;CCND1;1
4621;MCC;BUB1;1
4622;MCC;BUB1B;1
4623;MCC;CTNNB1;1
4624;MCC;DCC;1
4625;MCC;EP300;1
4626;MCC;NRAS;1
4627;MCC;ODC1;1
4628;MCC;PDGFRL;1
4629;MCC;PLA2G2A;1
4630;MCC;PMS1;1
4631;MCC;PMS2;1
4632;MCC;PTPN12;1
4633;MCC;PTPRJ;1
4634;MCC;SRC;1
4635;MCC;TGFBR2;1
4636;MCC;AXIN2;1
4637;MCC;BCL10;1
4638;MCC;DLC1;1
4639;MCC;RAD54B;1
4640;MCC;MLH3;1
4641;NRAS;FGFR3;1
4642;NRAS;BRAF;1
4643;NRAS;APC;1
4644;NRAS;MUTYH;1
4645;NRAS;FLCN;1
4646;NRAS;PIK3CA;1
4647;NRAS;TP53;1
4648;NRAS;RAD54L;1
4649;NRAS;MLH1;1
4650;NRAS;MSH2;1
4651;NRAS;MSH6;1
