;Souce;Target;Common Diseases
0;OPA3;OPA1;1
1;FGD1;MECP2;1
2;FGD1;NLGN4X;1
3;FGD1;RPS6KA3;1
4;FGD1;ARX;1
5;FGD1;SOX3;1
6;FGD1;AGTR2;1
7;FGD1;DLG3;1
8;FGD1;ACSL4;1
9;FGD1;AFF2;1
10;FGD1;GDI1;1
11;FGD1;OPHN1;1
12;FGD1;PAK3;1
13;FGD1;SLC6A8;1
14;FGD1;SMS;1
15;FGD1;TSPAN7;1
16;FGD1;ZNF41;1
17;FGD1;SMCX;1
18;FGD1;PRSS12;1
19;FGD1;ARHGEF6;1
20;FGD1;IL1RAPL1;1
21;FGD1;FTSJ1;1
22;FGD1;CRBN;1
23;FGD1;ZNF81;1
24;EDNRB;EDN3;1
25;EDNRB;GDNF;1
26;EDNRB;RET;1
27;EDNRB;PHOX2B;1
28;EDNRB;ECE1;1
29;EDNRB;NRTN;1
30;EDNRB;SOX10;1
31;APOB;MTP;1
32;APOB;APOA2;1
33;APOB;EPHX2;1
34;APOB;ITIH4;1
35;APOB;LDLR;1
36;APOB;C7orf16;1
37;APOB;LDLRAP1;1
38;APOB;PCSK9;1
39;MTP;APOB;1
40;COL2A1;COL11A2;1
41;COL2A1;MATN3;1
42;COL2A1;COL11A1;1
43;COL2A1;FRZB;1
44;COL2A1;ASPN;1
45;SLC26A2;FLNB;1
46;SLC26A2;COL9A1;1
47;SLC26A2;COL9A2;1
48;SLC26A2;COL9A3;1
49;SLC26A2;COMP;1
50;SLC26A2;MATN3;1
51;FGFR3;BRAF;1
52;FGFR3;APC;1
53;FGFR3;MUTYH;1
54;FGFR3;FGFR2;1
55;FGFR3;FLCN;1
56;FGFR3;HRAS;1
57;FGFR3;KRAS;1
58;FGFR3;RB1;1
59;FGFR3;PIK3CA;1
60;FGFR3;TP53;1
61;FGFR3;RAD54L;1
62;FGFR3;MLH1;1
63;FGFR3;MSH2;1
64;FGFR3;MSH6;1
65;FGFR3;BAX;1
66;FGFR3;CCND1;1
67;FGFR3;BUB1;1
68;FGFR3;BUB1B;1
69;FGFR3;CTNNB1;1
70;FGFR3;DCC;1
71;FGFR3;EP300;1
72;FGFR3;MCC;1
73;FGFR3;NRAS;1
74;FGFR3;ODC1;1
75;FGFR3;PDGFRL;1
76;FGFR3;PLA2G2A;1
77;FGFR3;PMS1;1
78;FGFR3;PMS2;1
79;FGFR3;PTPN12;1
80;FGFR3;PTPRJ;1
81;FGFR3;SRC;1
82;FGFR3;TGFBR2;1
83;FGFR3;AXIN2;1
84;FGFR3;BCL10;1
85;FGFR3;DLC1;1
86;FGFR3;RAD54B;1
87;FGFR3;MLH3;1
88;CNGA3;GNAT2;1
89;CNGA3;CNGB3;1
90;GNAT2;CNGA3;1
91;GNAT2;CNGB3;1
92;CNGB3;CNGA3;1
93;CNGB3;GNAT2;1
94;CNGB3;RPGR;1
95;CNGB3;FBLN5;1
96;CNGB3;CFH;1
97;CNGB3;HMCN1;1
98;KCNH2;KCNQ1;1
99;KCNH2;KCNE2;1
100;KCNH2;SCN5A;1
101;KCNH2;KCNE1;1
102;KCNH2;ANK2;1
103;KCNH2;KCNJ2;1
104;GNAS;SSTR5;1
105;GNAS;GNAI2;1
106;GNAS;THRA;1
107;SSTR5;GNAS;1
108;BRAF;FGFR3;1
109;BRAF;EGFR;2
110;BRAF;ERBB2;1
111;BRAF;PARK2;1
112;BRAF;APC;1
113;BRAF;MUTYH;1
114;BRAF;FLCN;1
115;BRAF;PIK3CA;1
116;BRAF;TP53;1
117;BRAF;XRCC3;1
118;BRAF;RAD54L;1
119;BRAF;MLH1;1
120;BRAF;MSH2;1
121;BRAF;MSH6;1
122;BRAF;BAX;1
123;BRAF;CCND1;1
124;BRAF;BUB1;1
125;BRAF;BUB1B;1
126;BRAF;CTNNB1;1
127;BRAF;DCC;1
128;BRAF;EP300;1
129;BRAF;MCC;1
130;BRAF;NRAS;1
131;BRAF;ODC1;1
132;BRAF;PDGFRL;1
133;BRAF;PLA2G2A;1
134;BRAF;PMS1;1
135;BRAF;PMS2;1
136;BRAF;PTPN12;1
137;BRAF;PTPRJ;1
138;BRAF;SRC;1
139;BRAF;TGFBR2;1
140;BRAF;AXIN2;1
141;BRAF;BCL10;1
142;BRAF;DLC1;1
143;BRAF;RAD54B;1
144;BRAF;MLH3;1
145;BRAF;IRF1;1
146;BRAF;CDKN2A;1
147;BRAF;CDK4;1
148;BRAF;STK11;1
149;EGFR;BRAF;2
150;EGFR;ERBB2;1
151;EGFR;PARK2;1
152;EGFR;IRF1;1
153;ERBB2;BRAF;1
154;ERBB2;EGFR;1
155;ERBB2;PARK2;1
156;ERBB2;APC;1
157;ERBB2;MUTYH;1
158;ERBB2;FGFR2;1
159;ERBB2;CASP10;1
160;ERBB2;BRCA1;1
161;ERBB2;CDH1;2
162;ERBB2;PIK3CA;1
163;ERBB2;MSH2;2
164;ERBB2;MSH6;1
165;ERBB2;CTNNB1;1
166;ERBB2;PPARG;1
167;ERBB2;LGI1;1
168;ERBB2;KLF6;1
169;ERBB2;IL1B;1
170;ERBB2;IL1RN;1
171;ERBB2;IRF1;1
172;ERBB2;DMBT1;1
173;ERBB2;RRAS2;1
174;PARK2;BRAF;1
175;PARK2;EGFR;1
176;PARK2;ERBB2;1
177;PARK2;SNCA;1
178;PARK2;DBH;1
179;PARK2;TBP;1
180;PARK2;NDUFV2;1
181;PARK2;NR4A2;1
182;PARK2;UCHL1;1
183;PARK2;SNCAIP;1
184;PARK2;PARK7;1
185;PARK2;PINK1;1
186;PARK2;LRRK2;1
187;APC;FGFR3;1
188;APC;BRAF;1
189;APC;ERBB2;1
190;APC;MUTYH;3
191;APC;PLAG1;1
192;APC;FGFR2;1
193;APC;CASP10;1
194;APC;FLCN;1
195;APC;CDH1;1
196;APC;PIK3CA;1
197;APC;TP53;1
198;APC;RAD54L;1
199;APC;MLH1;2
200;APC;MSH2;1
201;APC;MSH6;1
202;APC;BAX;1
203;APC;CCND1;1
204;APC;BUB1;1
205;APC;BUB1B;1
206;APC;CTNNB1;1
207;APC;DCC;1
208;APC;EP300;1
209;APC;MCC;1
210;APC;NRAS;1
211;APC;ODC1;1
212;APC;PDGFRL;1
213;APC;PLA2G2A;1
214;APC;PMS1;1
215;APC;PMS2;2
216;APC;PTPN12;1
217;APC;PTPRJ;1
218;APC;SRC;1
219;APC;TGFBR2;1
220;APC;AXIN2;1
221;APC;BCL10;1
222;APC;DLC1;1
223;APC;RAD54B;1
224;APC;MLH3;1
225;APC;KLF6;1
226;APC;IL1B;1
227;APC;IL1RN;1
228;APC;IRF1;1
229;MUTYH;FGFR3;1
230;MUTYH;BRAF;1
231;MUTYH;ERBB2;1
232;MUTYH;APC;3
233;MUTYH;PLAG1;1
234;MUTYH;FGFR2;1
235;MUTYH;CASP10;1
236;MUTYH;FLCN;1
237;MUTYH;CDH1;1
238;MUTYH;PIK3CA;1
239;MUTYH;TP53;1
240;MUTYH;RAD54L;1
241;MUTYH;MLH1;1
242;MUTYH;MSH2;1
243;MUTYH;MSH6;1
244;MUTYH;BAX;1
245;MUTYH;CCND1;1
246;MUTYH;BUB1;1
247;MUTYH;BUB1B;1
248;MUTYH;CTNNB1;1
249;MUTYH;DCC;1
250;MUTYH;EP300;1
251;MUTYH;MCC;1
252;MUTYH;NRAS;1
253;MUTYH;ODC1;1
254;MUTYH;PDGFRL;1
255;MUTYH;PLA2G2A;1
256;MUTYH;PMS1;1
257;MUTYH;PMS2;1
258;MUTYH;PTPN12;1
259;MUTYH;PTPRJ;1
260;MUTYH;SRC;1
261;MUTYH;TGFBR2;1
262;MUTYH;AXIN2;1
263;MUTYH;BCL10;1
264;MUTYH;DLC1;1
265;MUTYH;RAD54B;1
266;MUTYH;MLH3;1
267;MUTYH;KLF6;1
268;MUTYH;IL1B;1
269;MUTYH;IL1RN;1
270;MUTYH;IRF1;1
271;PLAG1;APC;1
272;PLAG1;MUTYH;1
273;ADA;RAG1;1
274;ADA;RAG2;1
275;ADA;DCLRE1C;1
276;ADA;CD3D;1
277;ADA;IL2RG;1
278;ADA;IL7R;1
279;ADA;PTPRC;1
280;PRKAR1A;PTEN;1
281;PRKAR1A;HRAS;1
282;PRKAR1A;TP53;1
283;PRKAR1A;MYH8;1
284;PRKAR1A;TSHR;1
285;PRKAR1A;PCM1;1
286;PRKAR1A;NCOA4;1
287;PRKAR1A;TRIM24;1
288;PRKAR1A;MINPP1;1
289;PRKAR1A;GOLGA5;1
290;PRKAR1A;TRIM33;1
291;GCNT2;AQP1;1
292;GCNT2;ABO;1
293;GCNT2;ACHE;1
294;GCNT2;AQP3;1
295;GCNT2;DO;1
296;GCNT2;BSG;1
297;GCNT2;CD44;1
298;GCNT2;CR1;1
299;GCNT2;DAF;1
300;GCNT2;FUT3;1
301;GCNT2;GYPA;1
302;GCNT2;GYPB;1
303;GCNT2;GYPC;1
304;GCNT2;ICAM4;1
305;GCNT2;KEL;1
306;GCNT2;LU;1
307;GCNT2;RHCE;1
308;GCNT2;SLC4A1;1
309;GCNT2;SLC14A1;1
310;GCNT2;XG;1
311;GCNT2;B3GALT3;1
312;GCNT2;A4GALT;1
313;FGA;FGB;2
314;FGA;APP;1
315;FGA;TTR;1
316;FGA;APOA1;1
317;FGA;GSN;1
318;FGA;LYZ;1
319;FGA;FGG;1
320;FGB;FGA;2
321;FGB;FGG;2
322;FGB;F5;1
323;FGB;CBS;1
324;FGB;THBD;1
325;FGB;SERPIND1;1
326;FGB;HRG;1
327;FGB;PROC;1
328;FGB;ADAMTS13;1
329;JAG1;NKX2-5;1
330;JAG1;GJB2;1
331;JAG1;EYA4;1
332;JAG1;ACTG1;1
333;JAG1;ATP2B2;1
334;JAG1;COL11A2;1
335;JAG1;CRYM;1
336;JAG1;TIMM8A;1
337;JAG1;DFNA5;1
338;JAG1;COCH;1
339;JAG1;DIAPH1;1
340;JAG1;DSPP;1
341;JAG1;GJB3;1
342;JAG1;MYH9;1
343;JAG1;MYO1A;1
344;JAG1;MYO6;1
345;JAG1;MYO7A;1
346;JAG1;SLC26A4;1
347;JAG1;POU3F4;1
348;JAG1;POU4F3;1
349;JAG1;TECTA;1
350;JAG1;KCNQ4;1
351;JAG1;OTOF;1
352;JAG1;USH1C;1
353;JAG1;GJB6;1
354;JAG1;CLDN14;1
355;JAG1;DFNB31;1
356;JAG1;MYO15A;1
357;JAG1;MYO3A;1
358;JAG1;KIAA1199;1
359;JAG1;CDH23;1
360;JAG1;TMPRSS3;1
361;JAG1;PCDH15;1
362;JAG1;MYH14;1
363;JAG1;GRHL2;1
364;JAG1;ESPN;1
365;JAG1;TMC1;1
366;JAG1;OTOA;1
367;JAG1;STRC;1
368;JAG1;TMIE;1
369;JAG1;SLC26A5;1
370;JAG1;ZFPM2;1
371;OCA2;TYR;1
372;OCA2;TYRP1;1
373;TYR;OCA2;1
374;TYR;TYRP1;1
375;TYR;PAX3;1
376;TYR;MITF;1
377;TYR;SNAI2;1
378;TYRP1;OCA2;1
379;TYRP1;TYR;1
380;HTR2A;APP;1
381;HTR2A;SLC6A4;1
382;HTR2A;BDNF;1
383;HTR2A;PRODH;1
384;HTR2A;COMT;1
385;HTR2A;SYN2;1
386;HTR2A;ENTH;1
387;HTR2A;DISC1;1
388;HTR2A;RTN4R;1
389;HTR2A;TAAR6;1
390;GFAP;NDUFV1;1
391;NDUFV1;GFAP;1
392;NDUFV1;COX15;1
393;NDUFV1;BCS1L;2
394;NDUFV1;GCSL;1
395;NDUFV1;NDUFS3;1
396;NDUFV1;NDUFS4;2
397;NDUFV1;NDUFS8;1
398;NDUFV1;PDHA1;1
399;NDUFV1;SDHA;2
400;NDUFV1;SURF1;1
401;NDUFV1;LRPPRC;1
402;NDUFV1;NDUFS7;1
403;NDUFV1;NDUFS1;1
404;NDUFV1;NDUFS2;1
405;NDUFV1;UQCRB;1
406;IL13;ADRB2;1
407;IL13;ALOX5;1
408;IL13;MS4A2;1
409;IL13;HNMT;1
410;IL13;IL12B;1
411;IL13;PTGDR;1
412;IL13;TNF;1
413;IL13;SCGB1A1;1
414;IL13;PLA2G7;1
415;IL13;PHF11;1
416;IL13;SCGB3A2;1
417;IL13;GPR154;1
418;ATP1A2;TNF;1
419;ATP1A2;ESR1;1
420;ATP1A2;EDNRA;1
421;A2M;APBB2;1
422;A2M;APOE;1
423;A2M;APP;1
424;A2M;BLMH;1
425;A2M;ACE;1
426;A2M;MPO;1
427;A2M;NOS3;1
428;A2M;PLAU;1
429;A2M;PSEN1;1
430;A2M;PSEN2;1
431;A2M;PAXIP1;1
432;APBB2;A2M;1
433;APBB2;APOE;1
434;APBB2;APP;1
435;APBB2;BLMH;1
436;APBB2;ACE;1
437;APBB2;MPO;1
438;APBB2;NOS3;1
439;APBB2;PLAU;1
440;APBB2;PSEN1;1
441;APBB2;PSEN2;1
442;APBB2;PAXIP1;1
443;APOE;A2M;1
444;APOE;APBB2;1
445;APOE;APP;1
446;APOE;BLMH;1
447;APOE;ACE;2
448;APOE;MPO;1
449;APOE;NOS3;1
450;APOE;PLAU;1
451;APOE;PSEN1;1
452;APOE;PSEN2;1
453;APOE;PAXIP1;1
454;APOE;F7;1
455;APOE;APOC2;1
456;APOE;ALOX5AP;1
457;APOE;GCLM;1
458;APOE;LGALS2;1
459;APOE;LTA;1
460;APOE;OLR1;1
461;APOE;THBD;1
462;APOE;TNFSF4;1
463;APP;FGA;1
464;APP;HTR2A;1
465;APP;A2M;1
466;APP;APBB2;1
467;APP;APOE;1
468;APP;BLMH;1
469;APP;ACE;1
470;APP;MPO;1
471;APP;NOS3;1
472;APP;PLAU;1
473;APP;PSEN1;1
474;APP;PSEN2;1
475;APP;PAXIP1;1
476;APP;TTR;1
477;APP;APOA1;1
478;APP;GSN;1
479;APP;LYZ;1
480;APP;PRODH;1
481;APP;COMT;1
482;APP;SYN2;1
483;APP;ENTH;1
484;APP;DISC1;1
485;APP;RTN4R;1
486;APP;TAAR6;1
487;BLMH;A2M;1
488;BLMH;APBB2;1
489;BLMH;APOE;1
490;BLMH;APP;1
491;BLMH;ACE;1
492;BLMH;MPO;1
493;BLMH;NOS3;1
494;BLMH;PLAU;1
495;BLMH;PSEN1;1
496;BLMH;PSEN2;1
497;BLMH;PAXIP1;1
498;ACE;A2M;1
499;ACE;APBB2;1
500;ACE;APOE;2
501;ACE;APP;1
502;ACE;BLMH;1
503;ACE;MPO;1
504;ACE;NOS3;1
505;ACE;PLAU;1
506;ACE;PSEN1;1
507;ACE;PSEN2;1
508;ACE;PAXIP1;1
509;ACE;AKT2;1
510;ACE;GCGR;1
511;ACE;GCK;1
512;ACE;GPD2;1
513;ACE;HNF4A;1
514;ACE;INSR;1
515;ACE;IPF1;1
516;ACE;IRS1;1
517;ACE;KCNJ11;1
518;ACE;NEUROD1;1
519;ACE;ENPP1;1
520;ACE;PPARG;1
521;ACE;SLC2A2;1
522;ACE;SLC2A4;1
523;ACE;ABCC8;1
524;ACE;TCF1;1
525;ACE;TCF2;1
526;ACE;VEGF;1
527;ACE;IRS2;1
528;ACE;MAPK8IP1;1
529;ACE;CAPN10;1
530;ACE;PTPN22;1
531;ACE;FOXP3;1
532;ACE;RETN;1
533;ACE;PTF1A;1
534;ACE;SUMO4;1
535;ACE;F7;1
536;ACE;REN;1
537;ACE;AGT;1
538;ACE;AGTR1;1
539;ACE;ALOX5AP;1
540;ACE;GCLM;1
541;ACE;LGALS2;1
542;ACE;LTA;1
543;ACE;OLR1;1
544;ACE;THBD;1
545;ACE;TNFSF4;1
546;MPO;A2M;1
547;MPO;APBB2;1
548;MPO;APOE;1
549;MPO;APP;1
550;MPO;BLMH;1
551;MPO;ACE;1
552;MPO;NOS3;1
553;MPO;PLAU;1
554;MPO;PSEN1;1
555;MPO;PSEN2;1
556;MPO;PAXIP1;1
557;NOS3;A2M;1
558;NOS3;APBB2;1
559;NOS3;APOE;1
560;NOS3;APP;1
561;NOS3;BLMH;1
562;NOS3;ACE;1
563;NOS3;MPO;1
564;NOS3;PLAU;1
565;NOS3;PSEN1;1
566;NOS3;PSEN2;1
567;NOS3;PAXIP1;1
568;NOS3;HSD11B2;1
569;NOS3;RETN;1
570;NOS3;ECE1;1
571;NOS3;ADD1;1
572;NOS3;AGT;1
573;NOS3;AGTR1;1
574;NOS3;CYP3A5;1
575;NOS3;GNB3;1
576;NOS3;KCNMB1;1
577;NOS3;NR3C2;1
578;NOS3;PTGIS;1
579;PLAU;A2M;1
580;PLAU;APBB2;1
581;PLAU;APOE;1
582;PLAU;APP;1
583;PLAU;BLMH;1
584;PLAU;ACE;1
585;PLAU;MPO;1
586;PLAU;NOS3;1
587;PLAU;PSEN1;1
588;PLAU;PSEN2;1
589;PLAU;PAXIP1;1
590;PSEN1;A2M;1
591;PSEN1;APBB2;1
592;PSEN1;APOE;1
593;PSEN1;APP;1
594;PSEN1;BLMH;1
595;PSEN1;ACE;1
596;PSEN1;MPO;1
597;PSEN1;NOS3;1
598;PSEN1;PLAU;1
599;PSEN1;PSEN2;1
600;PSEN1;PAXIP1;1
601;PSEN1;TNF;1
602;PSEN1;MAPT;1
603;PSEN1;SNCB;1
604;PSEN1;SNCA;1
605;PSEN1;ITM2B;1
606;PSEN2;A2M;1
607;PSEN2;APBB2;1
608;PSEN2;APOE;1
609;PSEN2;APP;1
610;PSEN2;BLMH;1
611;PSEN2;ACE;1
612;PSEN2;MPO;1
613;PSEN2;NOS3;1
614;PSEN2;PLAU;1
615;PSEN2;PSEN1;1
616;PSEN2;PAXIP1;1
617;PAXIP1;A2M;1
618;PAXIP1;APBB2;1
619;PAXIP1;APOE;1
620;PAXIP1;APP;1
621;PAXIP1;BLMH;1
622;PAXIP1;ACE;1
623;PAXIP1;MPO;1
624;PAXIP1;NOS3;1
625;PAXIP1;PLAU;1
626;PAXIP1;PSEN1;1
627;PAXIP1;PSEN2;1
628;TTR;FGA;1
629;TTR;APP;1
630;TTR;APOA1;1
631;TTR;GSN;1
632;TTR;LYZ;1
633;APOA1;FGA;1
634;APOA1;APP;1
635;APOA1;TTR;1
636;APOA1;GSN;1
637;APOA1;LYZ;1
638;APOA1;APOA2;1
639;APOA1;APOC3;1
640;APOA1;APOH;1
641;APOA1;COL8A2;1
642;APOA1;TACSTD2;1
643;APOA1;TGFBI;1
644;APOA1;KERA;1
645;APOA1;VSX1;1
646;APOA1;PIP5K3;1
647;APOA1;RP1;1
648;APOA1;APOA5;1
649;APOA1;LIPI;1
650;GSN;FGA;1
651;GSN;APP;1
652;GSN;TTR;1
653;GSN;APOA1;1
654;GSN;LYZ;1
655;LYZ;FGA;1
656;LYZ;APP;1
657;LYZ;TTR;1
658;LYZ;APOA1;1
659;LYZ;GSN;1
660;DCTN1;NEFH;1
661;DCTN1;PRPH;1
662;DCTN1;SOD1;1
663;DCTN1;VAPB;1
664;DCTN1;ALS2;1
665;NEFH;DCTN1;1
666;NEFH;PRPH;1
667;NEFH;SOD1;1
668;NEFH;VAPB;1
669;NEFH;ALS2;1
670;PRPH;DCTN1;1
671;PRPH;NEFH;1
672;PRPH;SOD1;1
673;PRPH;VAPB;1
674;PRPH;ALS2;1
675;SOD1;DCTN1;1
676;SOD1;NEFH;1
677;SOD1;PRPH;1
678;SOD1;VAPB;1
679;SOD1;ALS2;1
680;VAPB;DCTN1;1
681;VAPB;NEFH;1
682;VAPB;PRPH;1
683;VAPB;SOD1;1
684;VAPB;ALS2;1
685;VAPB;AR;1
686;VAPB;GARS;1
687;VAPB;BSCL2;1
688;VAPB;HEXB;1
689;VAPB;IGHMBP2;1
690;VAPB;SMN1;1
691;ALS2;DCTN1;1
692;ALS2;NEFH;1
693;ALS2;PRPH;1
694;ALS2;SOD1;1
695;ALS2;VAPB;1
696;ALS2;PLP1;1
697;ALS2;HSPD1;1
698;ALS2;KIF5A;1
699;ALS2;SPAST;1
700;ALS2;SPG7;1
701;ALS2;SACS;1
702;ALS2;SPG3A;1
703;ALS2;NIPA1;1
704;AR;VAPB;1
705;AR;ATM;1
706;AR;PTEN;1
707;AR;KRAS;1
708;AR;BARD1;1
709;AR;BRCA1;1
710;AR;BRCA2;2
711;AR;CDH1;1
712;AR;SLC22A18;1
713;AR;PHB;1
714;AR;PIK3CA;1
715;AR;RAD51;1
716;AR;TP53;1
717;AR;TSG101;1
718;AR;XRCC3;1
719;AR;RAD54L;1
720;AR;PPM1D;1
721;AR;RB1CC1;1
722;AR;CHEK2;2
723;AR;BRIP1;1
724;AR;GARS;1
725;AR;KLF6;1
726;AR;BSCL2;1
727;AR;MAD1L1;1
728;AR;MXI1;1
729;AR;ATBF1;1
730;AR;EPHB2;1
731;AR;MSR1;1
732;AR;RNASEL;1
733;AR;ELAC2;1
734;AR;HEXB;1
735;AR;IGHMBP2;1
736;AR;SMN1;1
737;ABCB7;ALAS2;1
738;ABCB7;SLC11A2;1
739;ABCB7;PKLR;1
740;ABCB7;RHAG;1
741;ABCB7;RPS19;1
742;ABCB7;SPTB;1
743;ABCB7;NT5C3;1
744;ABCB7;CDAN1;1
745;ALAS2;ABCB7;1
746;ALAS2;SLC11A2;1
747;ALAS2;PKLR;1
748;ALAS2;RHAG;1
749;ALAS2;RPS19;1
750;ALAS2;SPTB;1
751;ALAS2;NT5C3;1
752;ALAS2;CDAN1;1
753;SLC11A2;ABCB7;1
754;SLC11A2;ALAS2;1
755;SLC11A2;PKLR;1
756;SLC11A2;RHAG;1
757;SLC11A2;RPS19;1
758;SLC11A2;SPTB;1
759;SLC11A2;NT5C3;1
760;SLC11A2;CDAN1;1
761;PKLR;ABCB7;1
762;PKLR;ALAS2;1
763;PKLR;SLC11A2;1
764;PKLR;RHAG;1
765;PKLR;RPS19;1
766;PKLR;SPTB;1
767;PKLR;NT5C3;1
768;PKLR;CDAN1;1
769;RHAG;ABCB7;1
770;RHAG;ALAS2;1
771;RHAG;SLC11A2;1
772;RHAG;PKLR;1
773;RHAG;RPS19;1
774;RHAG;SPTB;1
775;RHAG;NT5C3;1
776;RHAG;CDAN1;1
777;RPS19;ABCB7;1
778;RPS19;ALAS2;1
779;RPS19;SLC11A2;1
780;RPS19;PKLR;1
781;RPS19;RHAG;1
782;RPS19;SPTB;1
783;RPS19;NT5C3;1
784;RPS19;CDAN1;1
785;SPTB;ABCB7;1
786;SPTB;ALAS2;1
787;SPTB;SLC11A2;1
788;SPTB;PKLR;1
789;SPTB;RHAG;1
790;SPTB;RPS19;1
791;SPTB;NT5C3;1
792;SPTB;CDAN1;1
793;SPTB;SLC4A1;2
794;SPTB;EPB41;1
795;SPTB;SPTA1;2
796;SPTB;ANK1;1
797;SPTB;EPB42;1
798;NT5C3;ABCB7;1
799;NT5C3;ALAS2;1
800;NT5C3;SLC11A2;1
801;NT5C3;PKLR;1
802;NT5C3;RHAG;1
803;NT5C3;RPS19;1
804;NT5C3;SPTB;1
805;NT5C3;CDAN1;1
806;CDAN1;ABCB7;1
807;CDAN1;ALAS2;1
808;CDAN1;SLC11A2;1
809;CDAN1;PKLR;1
810;CDAN1;RHAG;1
811;CDAN1;RPS19;1
812;CDAN1;SPTB;1
813;CDAN1;NT5C3;1
814;MECP2;FGD1;1
815;MECP2;UBE3A;1
816;MECP2;NLGN3;1
817;MECP2;NLGN4X;2
818;MECP2;GLO1;1
819;MECP2;RPS6KA3;1
820;MECP2;ARX;1
821;MECP2;SOX3;1
822;MECP2;AGTR2;1
823;MECP2;DLG3;1
824;MECP2;ACSL4;1
825;MECP2;AFF2;1
826;MECP2;GDI1;1
827;MECP2;OPHN1;1
828;MECP2;PAK3;1
829;MECP2;SLC6A8;1
830;MECP2;SMS;1
831;MECP2;TSPAN7;1
832;MECP2;ZNF41;1
833;MECP2;SMCX;1
834;MECP2;PRSS12;1
835;MECP2;ARHGEF6;1
836;MECP2;IL1RAPL1;1
837;MECP2;FTSJ1;1
838;MECP2;CRBN;1
839;MECP2;ZNF81;1
840;MECP2;CDKL5;1
841;UBE3A;MECP2;1
842;MEN1;RET;1
843;MEN1;CASR;1
844;MEN1;CDC73;2
845;MEN1;LPP;1
846;MEN1;HMGA2;1
847;PAX6;PITX3;1
848;PAX6;FBN1;1
849;PAX6;CRYAA;1
850;PAX6;CRYAB;1
851;PAX6;CRYBA1;1
852;PAX6;CRYBB1;1
853;PAX6;CRYBB2;1
854;PAX6;CRYGC;1
855;PAX6;CRYGD;1
856;PAX6;GJA3;1
857;PAX6;GJA8;1
858;PAX6;HSF4;1
859;PAX6;LIM2;1
860;PAX6;MIP;1
861;PAX6;BFSP2;1
862;PAX6;SHH;1
863;PAX6;CYP1B1;1
864;EYA1;FOXC1;1
865;EYA1;FOXE3;1
866;EYA1;PITX3;1
867;FOXC1;EYA1;1
868;FOXC1;FOXE3;1
869;FOXC1;PITX3;1
870;FOXC1;PITX2;2
871;FOXE3;EYA1;1
872;FOXE3;FOXC1;1
873;FOXE3;PITX3;1
874;PITX3;PAX6;1
875;PITX3;EYA1;1
876;PITX3;FOXC1;1
877;PITX3;FOXE3;1
878;PITX3;CRYAA;1
879;PITX3;CRYAB;1
880;PITX3;CRYBA1;1
881;PITX3;CRYBB1;1
882;PITX3;CRYBB2;1
883;PITX3;CRYGC;1
884;PITX3;CRYGD;1
885;PITX3;GJA3;1
886;PITX3;GJA8;1
887;PITX3;HSF4;1
888;PITX3;LIM2;1
889;PITX3;MIP;1
890;PITX3;BFSP2;1
891;SLC6A4;HTR2A;1
892;SLC6A4;BDNF;1
893;FBN1;PAX6;1
894;FBN1;COL1A2;1
895;FBN1;ADAMTS10;1
896;FGFR2;FGFR3;1
897;FGFR2;ERBB2;1
898;FGFR2;APC;1
899;FGFR2;MUTYH;1
900;FGFR2;CASP10;1
901;FGFR2;CDH1;1
902;FGFR2;MSX2;1
903;FGFR2;KLF6;1
904;FGFR2;IL1B;1
905;FGFR2;IL1RN;1
906;FGFR2;IRF1;1
907;FGFR2;FGFR1;2
908;FGFR2;TWIST1;1
909;APOA2;APOB;1
910;APOA2;APOA1;1
911;APOA2;APOC3;1
912;APOA2;APOH;1
913;APOA2;EPHX2;1
914;APOA2;ITIH4;1
915;APOA2;LDLR;1
916;APOA2;C7orf16;1
917;APOA2;LDLRAP1;1
918;APOA2;PCSK9;1
919;APOC3;APOA1;1
920;APOC3;APOA2;1
921;APOC3;APOH;1
922;APOH;APOA1;1
923;APOH;APOA2;1
924;APOH;APOC3;1
925;HSD11B2;NOS3;1
926;HSD11B2;RETN;1
927;HSD11B2;ECE1;1
928;HSD11B2;ADD1;1
929;HSD11B2;AGT;1
930;HSD11B2;AGTR1;1
931;HSD11B2;CYP3A5;1
932;HSD11B2;GNB3;1
933;HSD11B2;KCNMB1;1
934;HSD11B2;NR3C2;1
935;HSD11B2;PTGIS;1
936;AQP1;GCNT2;1
937;AQP1;ABO;1
938;AQP1;ACHE;1
939;AQP1;AQP3;1
940;AQP1;DO;1
941;AQP1;BSG;1
942;AQP1;CD44;1
943;AQP1;CR1;1
944;AQP1;DAF;1
945;AQP1;FUT3;1
946;AQP1;GYPA;1
947;AQP1;GYPB;1
948;AQP1;GYPC;1
949;AQP1;ICAM4;1
950;AQP1;KEL;1
951;AQP1;LU;1
952;AQP1;RHCE;1
953;AQP1;SLC4A1;1
954;AQP1;SLC14A1;1
955;AQP1;XG;1
956;AQP1;B3GALT3;1
957;AQP1;A4GALT;1
958;DSP;PKP2;1
959;DSP;RYR2;1
960;DSP;KRT1;1
961;DSP;COL7A1;1
962;DSP;COL17A1;1
963;DSP;ITGA6;1
964;DSP;ITGB4;1
965;DSP;KRT5;1
966;DSP;KRT14;1
967;DSP;LAMA3;1
968;DSP;LAMB3;1
969;DSP;LAMC2;1
970;DSP;PLEC1;1
971;DSP;DSG1;1
972;DSP;SAT;1
973;PKP2;DSP;1
